tournament,year,match_name,match_date,stage_name,group_name,group_stage,knockout_stage,replayed,replay
FIFA Men's World Cup,2014,Brazil vs Netherlands,2014-07-12,third-place match,not applicable,0,1,0,0
FIFA Men's World Cup,2014,Germany vs Argentina,2014-07-13,final,not applicable,0,1,0,0
FIFA Men's World Cup,2018,Russia vs Saudi Arabia,2018-06-14,group stage,Group A,1,0,0,0
FIFA Men's World Cup,2018,Egypt vs Uruguay,2018-06-15,group stage,Group A,1,0,0,0
FIFA Men's World Cup,2018,Morocco vs Iran,2018-06-15,group stage,Group B,1,0,0,0
FIFA Men's World Cup,2018,Portugal vs Spain,2018-06-15,group stage,Group B,1,0,0,0
FIFA Men's World Cup,2018,Argentina vs Iceland,2018-06-16,group stage,Group D,1,0,0,0
FIFA Men's World Cup,2018,Croatia vs Nigeria,2018-06-16,group stage,Group D,1,0,0,0
FIFA Men's World Cup,2018,France vs Australia,2018-06-16,group stage,Group C,1,0,0,0
FIFA Men's World Cup,2018,Peru vs Denmark,2018-06-16,group stage,Group C,1,0,0,0
FIFA Men's World Cup,2018,Brazil vs Switzerland,2018-06-17,group stage,Group E,1,0,0,0
FIFA Men's World Cup,2018,Costa Rica vs Serbia,2018-06-17,group stage,Group E,1,0,0,0
FIFA Men's World Cup,2018,Germany vs Mexico,2018-06-17,group stage,Group F,1,0,0,0
FIFA Men's World Cup,2018,Belgium vs Panama,2018-06-18,group stage,Group G,1,0,0,0
FIFA Men's World Cup,2018,Sweden vs South Korea,2018-06-18,group stage,Group F,1,0,0,0
FIFA Men's World Cup,2018,Tunisia vs England,2018-06-18,group stage,Group G,1,0,0,0
FIFA Men's World Cup,2018,Colombia vs Japan,2018-06-19,group stage,Group H,1,0,0,0
FIFA Men's World Cup,2018,Poland vs Senegal,2018-06-19,group stage,Group H,1,0,0,0
FIFA Men's World Cup,2018,Russia vs Egypt,2018-06-19,group stage,Group A,1,0,0,0
FIFA Men's World Cup,2018,Iran vs Spain,2018-06-20,group stage,Group B,1,0,0,0
FIFA Men's World Cup,2018,Portugal vs Morocco,2018-06-20,group stage,Group B,1,0,0,0
FIFA Men's World Cup,2018,Uruguay vs Saudi Arabia,2018-06-20,group stage,Group A,1,0,0,0
FIFA Men's World Cup,2018,Argentina vs Croatia,2018-06-21,group stage,Group D,1,0,0,0
FIFA Men's World Cup,2018,Denmark vs Australia,2018-06-21,group stage,Group C,1,0,0,0
FIFA Men's World Cup,2018,France vs Peru,2018-06-21,group stage,Group C,1,0,0,0
FIFA Men's World Cup,2018,Brazil vs Costa Rica,2018-06-22,group stage,Group E,1,0,0,0
FIFA Men's World Cup,2018,Nigeria vs Iceland,2018-06-22,group stage,Group D,1,0,0,0
FIFA Men's World Cup,2018,Serbia vs Switzerland,2018-06-22,group stage,Group E,1,0,0,0
FIFA Men's World Cup,2018,Belgium vs Tunisia,2018-06-23,group stage,Group G,1,0,0,0
FIFA Men's World Cup,2018,Germany vs Sweden,2018-06-23,group stage,Group F,1,0,0,0
FIFA Men's World Cup,2018,South Korea vs Mexico,2018-06-23,group stage,Group F,1,0,0,0
FIFA Men's World Cup,2018,England vs Panama,2018-06-24,group stage,Group G,1,0,0,0
FIFA Men's World Cup,2018,Japan vs Senegal,2018-06-24,group stage,Group H,1,0,0,0
FIFA Men's World Cup,2018,Poland vs Colombia,2018-06-24,group stage,Group H,1,0,0,0
FIFA Men's World Cup,2018,Iran vs Portugal,2018-06-25,group stage,Group B,1,0,0,0
FIFA Men's World Cup,2018,Saudi Arabia vs Egypt,2018-06-25,group stage,Group A,1,0,0,0
FIFA Men's World Cup,2018,Spain vs Morocco,2018-06-25,group stage,Group B,1,0,0,0
FIFA Men's World Cup,2018,Uruguay vs Russia,2018-06-25,group stage,Group A,1,0,0,0
FIFA Men's World Cup,2018,Australia vs Peru,2018-06-26,group stage,Group C,1,0,0,0
FIFA Men's World Cup,2018,Denmark vs France,2018-06-26,group stage,Group C,1,0,0,0
FIFA Men's World Cup,2018,Iceland vs Croatia,2018-06-26,group stage,Group D,1,0,0,0
FIFA Men's World Cup,2018,Nigeria vs Argentina,2018-06-26,group stage,Group D,1,0,0,0
FIFA Men's World Cup,2018,Mexico vs Sweden,2018-06-27,group stage,Group F,1,0,0,0
FIFA Men's World Cup,2018,Serbia vs Brazil,2018-06-27,group stage,Group E,1,0,0,0
FIFA Men's World Cup,2018,South Korea vs Germany,2018-06-27,group stage,Group F,1,0,0,0
FIFA Men's World Cup,2018,Switzerland vs Costa Rica,2018-06-27,group stage,Group E,1,0,0,0
FIFA Men's World Cup,2018,England vs Belgium,2018-06-28,group stage,Group G,1,0,0,0
FIFA Men's World Cup,2018,Japan vs Poland,2018-06-28,group stage,Group H,1,0,0,0
FIFA Men's World Cup,2018,Panama vs Tunisia,2018-06-28,group stage,Group G,1,0,0,0
FIFA Men's World Cup,2018,Senegal vs Colombia,2018-06-28,group stage,Group H,1,0,0,0
FIFA Men's World Cup,2018,France vs Argentina,2018-06-30,round of 16,not applicable,0,1,0,0
FIFA Men's World Cup,2018,Uruguay vs Portugal,2018-06-30,round of 16,not applicable,0,1,0,0
FIFA Men's World Cup,2018,Croatia vs Denmark,2018-07-01,round of 16,not applicable,0,1,0,0
FIFA Men's World Cup,2018,Spain vs Russia,2018-07-01,round of 16,not applicable,0,1,0,0
FIFA Men's World Cup,2018,Belgium vs Japan,2018-07-02,round of 16,not applicable,0,1,0,0
FIFA Men's World Cup,2018,Brazil vs Mexico,2018-07-02,round of 16,not applicable,0,1,0,0
FIFA Men's World Cup,2018,Colombia vs England,2018-07-03,round of 16,not applicable,0,1,0,0
FIFA Men's World Cup,2018,Sweden vs Switzerland,2018-07-03,round of 16,not applicable,0,1,0,0
FIFA Men's World Cup,2018,Brazil vs Belgium,2018-07-06,quarter-finals,not applicable,0,1,0,0
FIFA Men's World Cup,2018,Uruguay vs France,2018-07-06,quarter-finals,not applicable,0,1,0,0
FIFA Men's World Cup,2018,Russia vs Croatia,2018-07-07,quarter-finals,not applicable,0,1,0,0
FIFA Men's World Cup,2018,Sweden vs England,2018-07-07,quarter-finals,not applicable,0,1,0,0
FIFA Men's World Cup,2018,France vs Belgium,2018-07-10,semi-finals,not applicable,0,1,0,0
FIFA Men's World Cup,2018,Croatia vs England,2018-07-11,semi-finals,not applicable,0,1,0,0
FIFA Men's World Cup,2018,Belgium vs England,2018-07-14,third-place match,not applicable,0,1,0,0
FIFA Men's World Cup,2018,France vs Croatia,2018-07-15,final,not applicable,0,1,0,0
FIFA Men's World Cup,2022,Qatar vs Ecuador,2022-11-20,group stage,Group A,1,0,0,0
FIFA Men's World Cup,2022,England vs Iran,2022-11-21,group stage,Group B,1,0,0,0
FIFA Men's World Cup,2022,Senegal vs Netherlands,2022-11-21,group stage,Group A,1,0,0,0
FIFA Men's World Cup,2022,United States vs Wales,2022-11-21,group stage,Group B,1,0,0,0
FIFA Men's World Cup,2022,Argentina vs Saudi Arabia,2022-11-22,group stage,Group C,1,0,0,0
FIFA Men's World Cup,2022,Denmark vs Tunisia,2022-11-22,group stage,Group D,1,0,0,0
FIFA Men's World Cup,2022,France vs Australia,2022-11-22,group stage,Group D,1,0,0,0
FIFA Men's World Cup,2022,Mexico vs Poland,2022-11-22,group stage,Group C,1,0,0,0
FIFA Men's World Cup,2022,Belgium vs Canada,2022-11-23,group stage,Group F,1,0,0,0
FIFA Men's World Cup,2022,Germany vs Japan,2022-11-23,group stage,Group E,1,0,0,0
FIFA Men's World Cup,2022,Morocco vs Croatia,2022-11-23,group stage,Group F,1,0,0,0
FIFA Men's World Cup,2022,Spain vs Costa Rica,2022-11-23,group stage,Group E,1,0,0,0
FIFA Men's World Cup,2022,Brazil vs Serbia,2022-11-24,group stage,Group G,1,0,0,0
FIFA Men's World Cup,2022,Portugal vs Ghana,2022-11-24,group stage,Group H,1,0,0,0
FIFA Men's World Cup,2022,Switzerland vs Cameroon,2022-11-24,group stage,Group G,1,0,0,0
FIFA Men's World Cup,2022,Uruguay vs South Korea,2022-11-24,group stage,Group H,1,0,0,0
FIFA Men's World Cup,2022,England vs United States,2022-11-25,group stage,Group B,1,0,0,0
FIFA Men's World Cup,2022,Netherlands vs Ecuador,2022-11-25,group stage,Group A,1,0,0,0
FIFA Men's World Cup,2022,Qatar vs Senegal,2022-11-25,group stage,Group A,1,0,0,0
FIFA Men's World Cup,2022,Wales vs Iran,2022-11-25,group stage,Group B,1,0,0,0
FIFA Men's World Cup,2022,Argentina vs Mexico,2022-11-26,group stage,Group C,1,0,0,0
FIFA Men's World Cup,2022,France vs Denmark,2022-11-26,group stage,Group D,1,0,0,0
FIFA Men's World Cup,2022,Poland vs Saudi Arabia,2022-11-26,group stage,Group C,1,0,0,0
FIFA Men's World Cup,2022,Tunisia vs Australia,2022-11-26,group stage,Group D,1,0,0,0
FIFA Men's World Cup,2022,Belgium vs Morocco,2022-11-27,group stage,Group F,1,0,0,0
FIFA Men's World Cup,2022,Croatia vs Canada,2022-11-27,group stage,Group F,1,0,0,0
FIFA Men's World Cup,2022,Japan vs Costa Rica,2022-11-27,group stage,Group E,1,0,0,0
FIFA Men's World Cup,2022,Spain vs Germany,2022-11-27,group stage,Group E,1,0,0,0
FIFA Men's World Cup,2022,Brazil vs Switzerland,2022-11-28,group stage,Group G,1,0,0,0
FIFA Men's World Cup,2022,Cameroon vs Serbia,2022-11-28,group stage,Group G,1,0,0,0
FIFA Men's World Cup,2022,Portugal vs Uruguay,2022-11-28,group stage,Group H,1,0,0,0
FIFA Men's World Cup,2022,South Korea vs Ghana,2022-11-28,group stage,Group H,1,0,0,0
FIFA Men's World Cup,2022,Ecuador vs Senegal,2022-11-29,group stage,Group A,1,0,0,0
FIFA Men's World Cup,2022,Iran vs United States,2022-11-29,group stage,Group B,1,0,0,0
FIFA Men's World Cup,2022,Netherlands vs Qatar,2022-11-29,group stage,Group A,1,0,0,0
FIFA Men's World Cup,2022,Wales vs England,2022-11-29,group stage,Group B,1,0,0,0
FIFA Men's World Cup,2022,Australia vs Denmark,2022-11-30,group stage,Group D,1,0,0,0
FIFA Men's World Cup,2022,Poland vs Argentina,2022-11-30,group stage,Group C,1,0,0,0
FIFA Men's World Cup,2022,Saudi Arabia vs Mexico,2022-11-30,group stage,Group C,1,0,0,0
FIFA Men's World Cup,2022,Tunisia vs France,2022-11-30,group stage,Group D,1,0,0,0
FIFA Men's World Cup,2022,Canada vs Morocco,2022-12-01,group stage,Group F,1,0,0,0
FIFA Men's World Cup,2022,Costa Rica vs Germany,2022-12-01,group stage,Group E,1,0,0,0
FIFA Men's World Cup,2022,Croatia vs Belgium,2022-12-01,group stage,Group F,1,0,0,0
FIFA Men's World Cup,2022,Japan vs Spain,2022-12-01,group stage,Group E,1,0,0,0
FIFA Men's World Cup,2022,Cameroon vs Brazil,2022-12-02,group stage,Group G,1,0,0,0
FIFA Men's World Cup,2022,Ghana vs Uruguay,2022-12-02,group stage,Group H,1,0,0,0
FIFA Men's World Cup,2022,Serbia vs Switzerland,2022-12-02,group stage,Group G,1,0,0,0
FIFA Men's World Cup,2022,South Korea vs Portugal,2022-12-02,group stage,Group H,1,0,0,0
FIFA Men's World Cup,2022,Argentina vs Australia,2022-12-03,round of 16,not applicable,0,1,0,0
FIFA Men's World Cup,2022,Netherlands vs United States,2022-12-03,round of 16,not applicable,0,1,0,0
FIFA Men's World Cup,2022,England vs Senegal,2022-12-04,round of 16,not applicable,0,1,0,0
FIFA Men's World Cup,2022,France vs Poland,2022-12-04,round of 16,not applicable,0,1,0,0
FIFA Men's World Cup,2022,Brazil vs South Korea,2022-12-05,round of 16,not applicable,0,1,0,0
FIFA Men's World Cup,2022,Japan vs Croatia,2022-12-05,round of 16,not applicable,0,1,0,0
FIFA Men's World Cup,2022,Morocco vs Spain,2022-12-06,round of 16,not applicable,0,1,0,0
FIFA Men's World Cup,2022,Portugal vs Switzerland,2022-12-06,round of 16,not applicable,0,1,0,0
FIFA Men's World Cup,2022,Croatia vs Brazil,2022-12-09,quarter-finals,not applicable,0,1,0,0
FIFA Men's World Cup,2022,Netherlands vs Argentina,2022-12-09,quarter-finals,not applicable,0,1,0,0
FIFA Men's World Cup,2022,England vs France,2022-12-10,quarter-finals,not applicable,0,1,0,0
FIFA Men's World Cup,2022,Morocco vs Portugal,2022-12-10,quarter-finals,not applicable,0,1,0,0
FIFA Men's World Cup,2022,Argentina vs Croatia,2022-12-13,semi-finals,not applicable,0,1,0,0
FIFA Men's World Cup,2022,France vs Morocco,2022-12-14,semi-finals,not applicable,0,1,0,0
FIFA Men's World Cup,2022,Croatia vs Morocco,2022-12-17,third-place match,not applicable,0,1,0,0
FIFA Men's World Cup,2022,Argentina vs France,2022-12-18,final,not applicable,0,1,0,0
FIFA Women's World Cup,1991,China vs Norway,1991-11-16,group stage,Group A,1,0,0,0
FIFA Women's World Cup,1991,Chinese Taipei vs Italy,1991-11-17,group stage,Group C,1,0,0,0
FIFA Women's World Cup,1991,Denmark vs New Zealand,1991-11-17,group stage,Group A,1,0,0,0
FIFA Women's World Cup,1991,Germany vs Nigeria,1991-11-17,group stage,Group C,1,0,0,0
FIFA Women's World Cup,1991,Japan vs Brazil,1991-11-17,group stage,Group B,1,0,0,0
FIFA Women's World Cup,1991,Sweden vs United States,1991-11-17,group stage,Group B,1,0,0,0
FIFA Women's World Cup,1991,Brazil vs United States,1991-11-19,group stage,Group B,1,0,0,0
FIFA Women's World Cup,1991,China vs Denmark,1991-11-19,group stage,Group A,1,0,0,0
FIFA Women's World Cup,1991,Chinese Taipei vs Germany,1991-11-19,group stage,Group C,1,0,0,0
FIFA Women's World Cup,1991,Italy vs Nigeria,1991-11-19,group stage,Group C,1,0,0,0
FIFA Women's World Cup,1991,Japan vs Sweden,1991-11-19,group stage,Group B,1,0,0,0
FIFA Women's World Cup,1991,Norway vs New Zealand,1991-11-19,group stage,Group A,1,0,0,0
FIFA Women's World Cup,1991,Brazil vs Sweden,1991-11-21,group stage,Group B,1,0,0,0
FIFA Women's World Cup,1991,China vs New Zealand,1991-11-21,group stage,Group A,1,0,0,0
FIFA Women's World Cup,1991,Chinese Taipei vs Nigeria,1991-11-21,group stage,Group C,1,0,0,0
FIFA Women's World Cup,1991,Italy vs Germany,1991-11-21,group stage,Group C,1,0,0,0
FIFA Women's World Cup,1991,Japan vs United States,1991-11-21,group stage,Group B,1,0,0,0
FIFA Women's World Cup,1991,Norway vs Denmark,1991-11-21,group stage,Group A,1,0,0,0
FIFA Women's World Cup,1991,China vs Sweden,1991-11-24,quarter-final,not applicable,0,1,0,0
FIFA Women's World Cup,1991,Denmark vs Germany,1991-11-24,quarter-final,not applicable,0,1,0,0
FIFA Women's World Cup,1991,Norway vs Italy,1991-11-24,quarter-final,not applicable,0,1,0,0
FIFA Women's World Cup,1991,United States vs Chinese Taipei,1991-11-24,quarter-final,not applicable,0,1,0,0
FIFA Women's World Cup,1991,Germany vs United States,1991-11-27,semi-final,not applicable,0,1,0,0
FIFA Women's World Cup,1991,Sweden vs Norway,1991-11-27,semi-final,not applicable,0,1,0,0
FIFA Women's World Cup,1991,Sweden vs Germany,1991-11-29,third-place match,not applicable,0,1,0,0
FIFA Women's World Cup,1991,Norway vs United States,1991-11-30,final,not applicable,0,1,0,0
FIFA Women's World Cup,1995,Germany vs Japan,1995-06-05,group stage,Group A,1,0,0,0
FIFA Women's World Cup,1995,Sweden vs Brazil,1995-06-05,group stage,Group A,1,0,0,0
FIFA Women's World Cup,1995,Denmark vs Australia,1995-06-06,group stage,Group C,1,0,0,0
FIFA Women's World Cup,1995,England vs Canada,1995-06-06,group stage,Group B,1,0,0,0
FIFA Women's World Cup,1995,Norway vs Nigeria,1995-06-06,group stage,Group B,1,0,0,0
FIFA Women's World Cup,1995,United States vs China,1995-06-06,group stage,Group C,1,0,0,0
FIFA Women's World Cup,1995,Brazil vs Japan,1995-06-07,group stage,Group A,1,0,0,0
FIFA Women's World Cup,1995,Sweden vs Germany,1995-06-07,group stage,Group A,1,0,0,0
FIFA Women's World Cup,1995,China vs Australia,1995-06-08,group stage,Group C,1,0,0,0
FIFA Women's World Cup,1995,Nigeria vs Canada,1995-06-08,group stage,Group B,1,0,0,0
FIFA Women's World Cup,1995,Norway vs England,1995-06-08,group stage,Group B,1,0,0,0
FIFA Women's World Cup,1995,United States vs Denmark,1995-06-08,group stage,Group C,1,0,0,0
FIFA Women's World Cup,1995,Brazil vs Germany,1995-06-09,group stage,Group A,1,0,0,0
FIFA Women's World Cup,1995,Sweden vs Japan,1995-06-09,group stage,Group A,1,0,0,0
FIFA Women's World Cup,1995,China vs Denmark,1995-06-10,group stage,Group C,1,0,0,0
FIFA Women's World Cup,1995,Nigeria vs England,1995-06-10,group stage,Group B,1,0,0,0
FIFA Women's World Cup,1995,Norway vs Canada,1995-06-10,group stage,Group B,1,0,0,0
FIFA Women's World Cup,1995,United States vs Australia,1995-06-10,group stage,Group C,1,0,0,0
FIFA Women's World Cup,1995,Germany vs England,1995-06-13,quarter-final,not applicable,0,1,0,0
FIFA Women's World Cup,1995,Japan vs United States,1995-06-13,quarter-final,not applicable,0,1,0,0
FIFA Women's World Cup,1995,Norway vs Denmark,1995-06-13,quarter-final,not applicable,0,1,0,0
FIFA Women's World Cup,1995,Sweden vs China,1995-06-13,quarter-final,not applicable,0,1,0,0
FIFA Women's World Cup,1995,Germany vs China,1995-06-15,semi-final,not applicable,0,1,0,0
FIFA Women's World Cup,1995,United States vs Norway,1995-06-15,semi-final,not applicable,0,1,0,0
FIFA Women's World Cup,1995,China vs United States,1995-06-17,third-place match,not applicable,0,1,0,0
FIFA Women's World Cup,1995,Germany vs Norway,1995-06-18,final,not applicable,0,1,0,0
FIFA Women's World Cup,1999,Brazil vs Mexico,1999-06-19,group stage,Group B,1,0,0,0
FIFA Women's World Cup,1999,China vs Sweden,1999-06-19,group stage,Group D,1,0,0,0
FIFA Women's World Cup,1999,Japan vs Canada,1999-06-19,group stage,Group C,1,0,0,0
FIFA Women's World Cup,1999,United States vs Denmark,1999-06-19,group stage,Group A,1,0,0,0
FIFA Women's World Cup,1999,Australia vs Ghana,1999-06-20,group stage,Group D,1,0,0,0
FIFA Women's World Cup,1999,Germany vs Italy,1999-06-20,group stage,Group B,1,0,0,0
FIFA Women's World Cup,1999,North Korea vs Nigeria,1999-06-20,group stage,Group A,1,0,0,0
FIFA Women's World Cup,1999,Norway vs Russia,1999-06-20,group stage,Group C,1,0,0,0
FIFA Women's World Cup,1999,Australia vs Sweden,1999-06-23,group stage,Group D,1,0,0,0
FIFA Women's World Cup,1999,China vs Ghana,1999-06-23,group stage,Group D,1,0,0,0
FIFA Women's World Cup,1999,Japan vs Russia,1999-06-23,group stage,Group C,1,0,0,0
FIFA Women's World Cup,1999,Norway vs Canada,1999-06-23,group stage,Group C,1,0,0,0
FIFA Women's World Cup,1999,Brazil vs Italy,1999-06-24,group stage,Group B,1,0,0,0
FIFA Women's World Cup,1999,Germany vs Mexico,1999-06-24,group stage,Group B,1,0,0,0
FIFA Women's World Cup,1999,North Korea vs Denmark,1999-06-24,group stage,Group A,1,0,0,0
FIFA Women's World Cup,1999,United States vs Nigeria,1999-06-24,group stage,Group A,1,0,0,0
FIFA Women's World Cup,1999,Canada vs Russia,1999-06-26,group stage,Group C,1,0,0,0
FIFA Women's World Cup,1999,China vs Australia,1999-06-26,group stage,Group D,1,0,0,0
FIFA Women's World Cup,1999,Ghana vs Sweden,1999-06-26,group stage,Group D,1,0,0,0
FIFA Women's World Cup,1999,Norway vs Japan,1999-06-26,group stage,Group C,1,0,0,0
FIFA Women's World Cup,1999,Germany vs Brazil,1999-06-27,group stage,Group B,1,0,0,0
FIFA Women's World Cup,1999,Mexico vs Italy,1999-06-27,group stage,Group B,1,0,0,0
FIFA Women's World Cup,1999,Nigeria vs Denmark,1999-06-27,group stage,Group A,1,0,0,0
FIFA Women's World Cup,1999,United States vs North Korea,1999-06-27,group stage,Group A,1,0,0,0
FIFA Women's World Cup,1999,China vs Russia,1999-06-30,quarter-final,not applicable,0,1,0,0
FIFA Women's World Cup,1999,Norway vs Sweden,1999-06-30,quarter-final,not applicable,0,1,0,0
FIFA Women's World Cup,1999,Brazil vs Nigeria,1999-07-01,quarter-final,not applicable,0,1,0,0
FIFA Women's World Cup,1999,United States vs Germany,1999-07-01,quarter-final,not applicable,0,1,0,0
FIFA Women's World Cup,1999,Norway vs China,1999-07-04,semi-final,not applicable,0,1,0,0
FIFA Women's World Cup,1999,United States vs Brazil,1999-07-04,semi-final,not applicable,0,1,0,0
FIFA Women's World Cup,1999,Brazil vs Norway,1999-07-10,third-place match,not applicable,0,1,0,0
FIFA Women's World Cup,1999,United States vs China,1999-07-10,final,not applicable,0,1,0,0
FIFA Women's World Cup,2003,Germany vs Canada,2003-09-20,group stage,Group C,1,0,0,0
FIFA Women's World Cup,2003,Japan vs Argentina,2003-09-20,group stage,Group C,1,0,0,0
FIFA Women's World Cup,2003,Nigeria vs North Korea,2003-09-20,group stage,Group A,1,0,0,0
FIFA Women's World Cup,2003,Norway vs France,2003-09-20,group stage,Group B,1,0,0,0
FIFA Women's World Cup,2003,Australia vs Russia,2003-09-21,group stage,Group D,1,0,0,0
FIFA Women's World Cup,2003,Brazil vs South Korea,2003-09-21,group stage,Group B,1,0,0,0
FIFA Women's World Cup,2003,China vs Ghana,2003-09-21,group stage,Group D,1,0,0,0
FIFA Women's World Cup,2003,United States vs Sweden,2003-09-21,group stage,Group A,1,0,0,0
FIFA Women's World Cup,2003,Canada vs Argentina,2003-09-24,group stage,Group C,1,0,0,0
FIFA Women's World Cup,2003,France vs South Korea,2003-09-24,group stage,Group B,1,0,0,0
FIFA Women's World Cup,2003,Germany vs Japan,2003-09-24,group stage,Group C,1,0,0,0
FIFA Women's World Cup,2003,Norway vs Brazil,2003-09-24,group stage,Group B,1,0,0,0
FIFA Women's World Cup,2003,China vs Australia,2003-09-25,group stage,Group D,1,0,0,0
FIFA Women's World Cup,2003,Ghana vs Russia,2003-09-25,group stage,Group D,1,0,0,0
FIFA Women's World Cup,2003,Sweden vs North Korea,2003-09-25,group stage,Group A,1,0,0,0
FIFA Women's World Cup,2003,United States vs Nigeria,2003-09-25,group stage,Group A,1,0,0,0
FIFA Women's World Cup,2003,Argentina vs Germany,2003-09-27,group stage,Group C,1,0,0,0
FIFA Women's World Cup,2003,Canada vs Japan,2003-09-27,group stage,Group C,1,0,0,0
FIFA Women's World Cup,2003,France vs Brazil,2003-09-27,group stage,Group B,1,0,0,0
FIFA Women's World Cup,2003,South Korea vs Norway,2003-09-27,group stage,Group B,1,0,0,0
FIFA Women's World Cup,2003,China vs Russia,2003-09-28,group stage,Group D,1,0,0,0
FIFA Women's World Cup,2003,Ghana vs Australia,2003-09-28,group stage,Group D,1,0,0,0
FIFA Women's World Cup,2003,North Korea vs United States,2003-09-28,group stage,Group A,1,0,0,0
FIFA Women's World Cup,2003,Sweden vs Nigeria,2003-09-28,group stage,Group A,1,0,0,0
FIFA Women's World Cup,2003,Brazil vs Sweden,2003-10-01,quarter-final,not applicable,0,1,0,0
FIFA Women's World Cup,2003,United States vs Norway,2003-10-01,quarter-final,not applicable,0,1,0,0
FIFA Women's World Cup,2003,China vs Canada,2003-10-02,quarter-final,not applicable,0,1,0,0
FIFA Women's World Cup,2003,Germany vs Russia,2003-10-02,quarter-final,not applicable,0,1,0,0
FIFA Women's World Cup,2003,Sweden vs Canada,2003-10-05,semi-final,not applicable,0,1,0,0
FIFA Women's World Cup,2003,United States vs Germany,2003-10-05,semi-final,not applicable,0,1,0,0
FIFA Women's World Cup,2003,United States vs Canada,2003-10-11,third-place match,not applicable,0,1,0,0
FIFA Women's World Cup,2003,Germany vs Sweden,2003-10-12,final,not applicable,0,1,0,0
FIFA Women's World Cup,2007,Germany vs Argentina,2007-09-10,group stage,Group A,1,0,0,0
FIFA Women's World Cup,2007,Japan vs England,2007-09-11,group stage,Group A,1,0,0,0
FIFA Women's World Cup,2007,Nigeria vs Sweden,2007-09-11,group stage,Group B,1,0,0,0
FIFA Women's World Cup,2007,United States vs North Korea,2007-09-11,group stage,Group B,1,0,0,0
FIFA Women's World Cup,2007,China vs Denmark,2007-09-12,group stage,Group D,1,0,0,0
FIFA Women's World Cup,2007,Ghana vs Australia,2007-09-12,group stage,Group C,1,0,0,0
FIFA Women's World Cup,2007,New Zealand vs Brazil,2007-09-12,group stage,Group D,1,0,0,0
FIFA Women's World Cup,2007,Norway vs Canada,2007-09-12,group stage,Group C,1,0,0,0
FIFA Women's World Cup,2007,Argentina vs Japan,2007-09-14,group stage,Group A,1,0,0,0
FIFA Women's World Cup,2007,England vs Germany,2007-09-14,group stage,Group A,1,0,0,0
FIFA Women's World Cup,2007,North Korea vs Nigeria,2007-09-14,group stage,Group B,1,0,0,0
FIFA Women's World Cup,2007,Sweden vs United States,2007-09-14,group stage,Group B,1,0,0,0
FIFA Women's World Cup,2007,Australia vs Norway,2007-09-15,group stage,Group C,1,0,0,0
FIFA Women's World Cup,2007,Brazil vs China,2007-09-15,group stage,Group D,1,0,0,0
FIFA Women's World Cup,2007,Canada vs Ghana,2007-09-15,group stage,Group C,1,0,0,0
FIFA Women's World Cup,2007,Denmark vs New Zealand,2007-09-15,group stage,Group D,1,0,0,0
FIFA Women's World Cup,2007,England vs Argentina,2007-09-17,group stage,Group A,1,0,0,0
FIFA Women's World Cup,2007,Germany vs Japan,2007-09-17,group stage,Group A,1,0,0,0
FIFA Women's World Cup,2007,Nigeria vs United States,2007-09-18,group stage,Group B,1,0,0,0
FIFA Women's World Cup,2007,North Korea vs Sweden,2007-09-18,group stage,Group B,1,0,0,0
FIFA Women's World Cup,2007,Australia vs Canada,2007-09-20,group stage,Group C,1,0,0,0
FIFA Women's World Cup,2007,Brazil vs Denmark,2007-09-20,group stage,Group D,1,0,0,0
FIFA Women's World Cup,2007,China vs New Zealand,2007-09-20,group stage,Group D,1,0,0,0
FIFA Women's World Cup,2007,Norway vs Ghana,2007-09-20,group stage,Group C,1,0,0,0
FIFA Women's World Cup,2007,Germany vs North Korea,2007-09-22,quarter-final,not applicable,0,1,0,0
FIFA Women's World Cup,2007,United States vs England,2007-09-22,quarter-final,not applicable,0,1,0,0
FIFA Women's World Cup,2007,Brazil vs Australia,2007-09-23,quarter-final,not applicable,0,1,0,0
FIFA Women's World Cup,2007,Norway vs China,2007-09-23,quarter-final,not applicable,0,1,0,0
FIFA Women's World Cup,2007,Germany vs Norway,2007-09-26,semi-final,not applicable,0,1,0,0
FIFA Women's World Cup,2007,United States vs Brazil,2007-09-27,semi-final,not applicable,0,1,0,0
FIFA Women's World Cup,2007,Germany vs Brazil,2007-09-30,final,not applicable,0,1,0,0
FIFA Women's World Cup,2007,Norway vs United States,2007-09-30,third-place match,not applicable,0,1,0,0
FIFA Women's World Cup,2011,Germany vs Canada,2011-06-26,group stage,Group A,1,0,0,0
FIFA Women's World Cup,2011,Nigeria vs France,2011-06-26,group stage,Group A,1,0,0,0
FIFA Women's World Cup,2011,Japan vs New Zealand,2011-06-27,group stage,Group B,1,0,0,0
FIFA Women's World Cup,2011,Mexico vs England,2011-06-27,group stage,Group B,1,0,0,0
FIFA Women's World Cup,2011,Colombia vs Sweden,2011-06-28,group stage,Group C,1,0,0,0
FIFA Women's World Cup,2011,United States vs North Korea,2011-06-28,group stage,Group C,1,0,0,0
FIFA Women's World Cup,2011,Brazil vs Australia,2011-06-29,group stage,Group D,1,0,0,0
FIFA Women's World Cup,2011,Norway vs Equatorial Guinea,2011-06-29,group stage,Group D,1,0,0,0
FIFA Women's World Cup,2011,Canada vs France,2011-06-30,group stage,Group A,1,0,0,0
FIFA Women's World Cup,2011,Germany vs Nigeria,2011-06-30,group stage,Group A,1,0,0,0
