key_id,tournament_id,tournament_name,team_id,team_name,team_code,count_matches,group_name,performance
399,WC-2014,2014 FIFA World Cup,T-09,Brazil,BRA,7,Group A,third-place match
400,WC-2014,2014 FIFA World Cup,T-11,Cameroon,CMR,3,Group A,group stage
401,WC-2014,2014 FIFA World Cup,T-13,Chile,CHL,4,Group B,round of 16
402,WC-2014,2014 FIFA World Cup,T-15,Colombia,COL,5,Group C,quarter-finals
403,WC-2014,2014 FIFA World Cup,T-16,Costa Rica,CRI,5,Group D,quarter-finals
404,WC-2014,2014 FIFA World Cup,T-17,Croatia,HRV,3,Group A,group stage
405,WC-2014,2014 FIFA World Cup,T-24,Ecuador,ECU,3,Group E,group stage
406,WC-2014,2014 FIFA World Cup,T-27,England,ENG,3,Group D,group stage
407,WC-2014,2014 FIFA World Cup,T-28,France,FRA,5,Group E,quarter-finals
408,WC-2014,2014 FIFA World Cup,T-29,Germany,DEU,7,Group G,final
409,WC-2014,2014 FIFA World Cup,T-30,Ghana,GHA,3,Group G,group stage
410,WC-2014,2014 FIFA World Cup,T-31,Greece,GRC,4,Group C,round of 16
411,WC-2014,2014 FIFA World Cup,T-33,Honduras,HND,3,Group E,group stage
412,WC-2014,2014 FIFA World Cup,T-36,Iran,IRN,3,Group F,group stage
413,WC-2014,2014 FIFA World Cup,T-39,Italy,ITA,3,Group D,group stage
414,WC-2014,2014 FIFA World Cup,T-40,Ivory Coast,CIV,3,Group C,group stage
415,WC-2014,2014 FIFA World Cup,T-42,Japan,JPN,3,Group C,group stage
416,WC-2014,2014 FIFA World Cup,T-44,Mexico,MEX,4,Group A,round of 16
417,WC-2014,2014 FIFA World Cup,T-46,Netherlands,NLD,7,Group B,third-place match
418,WC-2014,2014 FIFA World Cup,T-48,Nigeria,NGA,4,Group F,round of 16
419,WC-2014,2014 FIFA World Cup,T-56,Portugal,PRT,3,Group G,group stage
420,WC-2014,2014 FIFA World Cup,T-59,Russia,RUS,3,Group H,group stage
421,WC-2014,2014 FIFA World Cup,T-68,South Korea,KOR,3,Group H,group stage
422,WC-2014,2014 FIFA World Cup,T-70,Spain,ESP,3,Group B,group stage
423,WC-2014,2014 FIFA World Cup,T-72,Switzerland,CHE,4,Group E,round of 16
424,WC-2014,2014 FIFA World Cup,T-79,United States,USA,4,Group G,round of 16
425,WC-2014,2014 FIFA World Cup,T-80,Uruguay,URY,4,Group D,round of 16
426,WC-2018,2018 FIFA World Cup,T-03,Argentina,ARG,4,Group D,round of 16
427,WC-2018,2018 FIFA World Cup,T-04,Australia,AUS,3,Group C,group stage
428,WC-2018,2018 FIFA World Cup,T-06,Belgium,BEL,7,Group G,third-place match
429,WC-2018,2018 FIFA World Cup,T-09,Brazil,BRA,5,Group E,quarter-finals
430,WC-2018,2018 FIFA World Cup,T-15,Colombia,COL,4,Group H,round of 16
431,WC-2018,2018 FIFA World Cup,T-16,Costa Rica,CRI,3,Group E,group stage
432,WC-2018,2018 FIFA World Cup,T-17,Croatia,HRV,7,Group D,final
433,WC-2018,2018 FIFA World Cup,T-21,Denmark,DNK,4,Group C,round of 16
434,WC-2018,2018 FIFA World Cup,T-25,Egypt,EGY,3,Group A,group stage
435,WC-2018,2018 FIFA World Cup,T-27,England,ENG,7,Group G,third-place match
436,WC-2018,2018 FIFA World Cup,T-28,France,FRA,7,Group C,final
437,WC-2018,2018 FIFA World Cup,T-29,Germany,DEU,3,Group F,group stage
438,WC-2018,2018 FIFA World Cup,T-35,Iceland,ISL,3,Group D,group stage
439,WC-2018,2018 FIFA World Cup,T-36,Iran,IRN,3,Group B,group stage
440,WC-2018,2018 FIFA World Cup,T-42,Japan,JPN,4,Group H,round of 16
441,WC-2018,2018 FIFA World Cup,T-44,Mexico,MEX,4,Group F,round of 16
442,WC-2018,2018 FIFA World Cup,T-45,Morocco,MAR,3,Group B,group stage
443,WC-2018,2018 FIFA World Cup,T-48,Nigeria,NGA,3,Group D,group stage
444,WC-2018,2018 FIFA World Cup,T-52,Panama,PAN,3,Group G,group stage
445,WC-2018,2018 FIFA World Cup,T-54,Peru,PER,3,Group C,group stage
446,WC-2018,2018 FIFA World Cup,T-55,Poland,POL,3,Group H,group stage
447,WC-2018,2018 FIFA World Cup,T-56,Portugal,PRT,4,Group B,round of 16
448,WC-2018,2018 FIFA World Cup,T-59,Russia,RUS,5,Group A,quarter-finals
449,WC-2018,2018 FIFA World Cup,T-60,Saudi Arabia,SAU,3,Group A,group stage
450,WC-2018,2018 FIFA World Cup,T-62,Senegal,SEN,3,Group H,group stage
451,WC-2018,2018 FIFA World Cup,T-63,Serbia,SRB,3,Group E,group stage
452,WC-2018,2018 FIFA World Cup,T-68,South Korea,KOR,3,Group F,group stage
453,WC-2018,2018 FIFA World Cup,T-70,Spain,ESP,4,Group B,round of 16
454,WC-2018,2018 FIFA World Cup,T-71,Sweden,SWE,5,Group F,quarter-finals
455,WC-2018,2018 FIFA World Cup,T-72,Switzerland,CHE,4,Group E,round of 16
456,WC-2018,2018 FIFA World Cup,T-75,Tunisia,TUN,3,Group G,group stage
457,WC-2018,2018 FIFA World Cup,T-80,Uruguay,URY,5,Group A,quarter-finals
