tournament,year,match_name,match_date,country_name,stadium_name,stadium_wikipedia_link,stadium_capacity,city_name,city_wikipedia_link
FIFA Men's World Cup,2002,Russia vs Tunisia,2002-06-05,Japan,Kobe Wing Stadium,https://en.wikipedia.org/wiki/Kobe_Wing_Stadium,42000,Kobe,https://en.wikipedia.org/wiki/Kobe
FIFA Men's World Cup,2002,United States vs Portugal,2002-06-05,South Korea,Suwon World Cup Stadium,https://en.wikipedia.org/wiki/Suwon_World_Cup_Stadium,43000,Suwon,https://en.wikipedia.org/wiki/Suwon
FIFA Men's World Cup,2002,Cameroon vs Saudi Arabia,2002-06-06,Japan,Saitama Stadium,https://en.wikipedia.org/wiki/Saitama_Stadium_2002,63000,Saitama,"https://en.wikipedia.org/wiki/Saitama,_Saitama"
FIFA Men's World Cup,2002,Denmark vs Senegal,2002-06-06,South Korea,Daegu World Cup Stadium,https://en.wikipedia.org/wiki/Daegu_Stadium,68000,Daegu,https://en.wikipedia.org/wiki/Daegu
FIFA Men's World Cup,2002,France vs Uruguay,2002-06-06,South Korea,Busan Asiad Stadium,https://en.wikipedia.org/wiki/Busan_Asiad_Stadium,56000,Busan,https://en.wikipedia.org/wiki/Busan
FIFA Men's World Cup,2002,Argentina vs England,2002-06-07,Japan,Sapporo Dome,https://en.wikipedia.org/wiki/Sapporo_Dome,42000,Sapporo,https://en.wikipedia.org/wiki/Sapporo
FIFA Men's World Cup,2002,Spain vs Paraguay,2002-06-07,South Korea,Jeonju World Cup Stadium,https://en.wikipedia.org/wiki/Jeonju_World_Cup_Stadium,42000,Jeonju,https://en.wikipedia.org/wiki/Jeonju
FIFA Men's World Cup,2002,Sweden vs Nigeria,2002-06-07,Japan,Kobe Wing Stadium,https://en.wikipedia.org/wiki/Kobe_Wing_Stadium,42000,Kobe,https://en.wikipedia.org/wiki/Kobe
FIFA Men's World Cup,2002,Brazil vs China,2002-06-08,South Korea,Jeju World Cup Stadium,https://en.wikipedia.org/wiki/Jeju_World_Cup_Stadium,42000,Seogwipo,https://en.wikipedia.org/wiki/Seogwipo
FIFA Men's World Cup,2002,Italy vs Croatia,2002-06-08,Japan,Kashima Stadium,https://en.wikipedia.org/wiki/Kashima_Soccer_Stadium,42000,Ibaraki,"https://en.wikipedia.org/wiki/Kashima,_Ibaraki"
FIFA Men's World Cup,2002,South Africa vs Slovenia,2002-06-08,South Korea,Daegu World Cup Stadium,https://en.wikipedia.org/wiki/Daegu_Stadium,68000,Daegu,https://en.wikipedia.org/wiki/Daegu
FIFA Men's World Cup,2002,Costa Rica vs Turkey,2002-06-09,South Korea,Incheon Munhak Stadium,https://en.wikipedia.org/wiki/Incheon_Munhak_Stadium,52000,Incheon,https://en.wikipedia.org/wiki/Incheon
FIFA Men's World Cup,2002,Japan vs Russia,2002-06-09,Japan,International Stadium Yokohama,https://en.wikipedia.org/wiki/International_Stadium_Yokohama,72000,Yokohama,https://en.wikipedia.org/wiki/Yokohama
FIFA Men's World Cup,2002,Mexico vs Ecuador,2002-06-09,Japan,Miyagi Stadium,https://en.wikipedia.org/wiki/Miyagi_Stadium,49000,Miyagi,https://en.wikipedia.org/wiki/Miyagi_Prefecture
FIFA Men's World Cup,2002,Portugal vs Poland,2002-06-10,South Korea,Jeonju World Cup Stadium,https://en.wikipedia.org/wiki/Jeonju_World_Cup_Stadium,42000,Jeonju,https://en.wikipedia.org/wiki/Jeonju
FIFA Men's World Cup,2002,South Korea vs United States,2002-06-10,South Korea,Daegu World Cup Stadium,https://en.wikipedia.org/wiki/Daegu_Stadium,68000,Daegu,https://en.wikipedia.org/wiki/Daegu
FIFA Men's World Cup,2002,Tunisia vs Belgium,2002-06-10,Japan,Ōita Stadium,https://en.wikipedia.org/wiki/Showa_Denko_Dome_Oita,43000,Ōita,"https://en.wikipedia.org/wiki/Ōita,_Ōita"
FIFA Men's World Cup,2002,Cameroon vs Germany,2002-06-11,Japan,Shizuoka Stadium ECOPA,https://en.wikipedia.org/wiki/Shizuoka_Stadium,51000,Shizuoka,"https://en.wikipedia.org/wiki/Fukuroi,_Shizuoka"
FIFA Men's World Cup,2002,Denmark vs France,2002-06-11,South Korea,Incheon Munhak Stadium,https://en.wikipedia.org/wiki/Incheon_Munhak_Stadium,52000,Incheon,https://en.wikipedia.org/wiki/Incheon
FIFA Men's World Cup,2002,Saudi Arabia vs Republic of Ireland,2002-06-11,Japan,International Stadium Yokohama,https://en.wikipedia.org/wiki/International_Stadium_Yokohama,72000,Yokohama,https://en.wikipedia.org/wiki/Yokohama
FIFA Men's World Cup,2002,Senegal vs Uruguay,2002-06-11,South Korea,Suwon World Cup Stadium,https://en.wikipedia.org/wiki/Suwon_World_Cup_Stadium,43000,Suwon,https://en.wikipedia.org/wiki/Suwon
FIFA Men's World Cup,2002,Nigeria vs England,2002-06-12,Japan,Nagai Stadium,https://en.wikipedia.org/wiki/Nagai_Stadium,50000,Osaka,https://en.wikipedia.org/wiki/Osaka
FIFA Men's World Cup,2002,Slovenia vs Paraguay,2002-06-12,South Korea,Jeju World Cup Stadium,https://en.wikipedia.org/wiki/Jeju_World_Cup_Stadium,42000,Seogwipo,https://en.wikipedia.org/wiki/Seogwipo
FIFA Men's World Cup,2002,South Africa vs Spain,2002-06-12,South Korea,Daejeon World Cup Stadium,https://en.wikipedia.org/wiki/Daejeon_World_Cup_Stadium,40000,Daejeon,https://en.wikipedia.org/wiki/Daejeon
FIFA Men's World Cup,2002,Sweden vs Argentina,2002-06-12,Japan,Miyagi Stadium,https://en.wikipedia.org/wiki/Miyagi_Stadium,49000,Miyagi,https://en.wikipedia.org/wiki/Miyagi_Prefecture
FIFA Men's World Cup,2002,Costa Rica vs Brazil,2002-06-13,South Korea,Suwon World Cup Stadium,https://en.wikipedia.org/wiki/Suwon_World_Cup_Stadium,43000,Suwon,https://en.wikipedia.org/wiki/Suwon
FIFA Men's World Cup,2002,Ecuador vs Croatia,2002-06-13,Japan,International Stadium Yokohama,https://en.wikipedia.org/wiki/International_Stadium_Yokohama,72000,Yokohama,https://en.wikipedia.org/wiki/Yokohama
FIFA Men's World Cup,2002,Mexico vs Italy,2002-06-13,Japan,Ōita Stadium,https://en.wikipedia.org/wiki/Showa_Denko_Dome_Oita,43000,Ōita,"https://en.wikipedia.org/wiki/Ōita,_Ōita"
FIFA Men's World Cup,2002,Turkey vs China,2002-06-13,South Korea,Seoul World Cup Stadium,https://en.wikipedia.org/wiki/Seoul_World_Cup_Stadium,64000,Seoul,https://en.wikipedia.org/wiki/Seoul
FIFA Men's World Cup,2002,Belgium vs Russia,2002-06-14,Japan,Shizuoka Stadium ECOPA,https://en.wikipedia.org/wiki/Shizuoka_Stadium,51000,Shizuoka,"https://en.wikipedia.org/wiki/Fukuroi,_Shizuoka"
FIFA Men's World Cup,2002,Poland vs United States,2002-06-14,South Korea,Daejeon World Cup Stadium,https://en.wikipedia.org/wiki/Daejeon_World_Cup_Stadium,40000,Daejeon,https://en.wikipedia.org/wiki/Daejeon
FIFA Men's World Cup,2002,Portugal vs South Korea,2002-06-14,South Korea,Incheon Munhak Stadium,https://en.wikipedia.org/wiki/Incheon_Munhak_Stadium,52000,Incheon,https://en.wikipedia.org/wiki/Incheon
FIFA Men's World Cup,2002,Tunisia vs Japan,2002-06-14,Japan,Nagai Stadium,https://en.wikipedia.org/wiki/Nagai_Stadium,50000,Osaka,https://en.wikipedia.org/wiki/Osaka
FIFA Men's World Cup,2002,Denmark vs England,2002-06-15,Japan,Niigata Stadium,https://en.wikipedia.org/wiki/Denka_Big_Swan_Stadium,42000,Niigata,"https://en.wikipedia.org/wiki/Niigata,_Niigata"
FIFA Men's World Cup,2002,Germany vs Paraguay,2002-06-15,South Korea,Jeju World Cup Stadium,https://en.wikipedia.org/wiki/Jeju_World_Cup_Stadium,42000,Seogwipo,https://en.wikipedia.org/wiki/Seogwipo
FIFA Men's World Cup,2002,Spain vs Republic of Ireland,2002-06-16,South Korea,Suwon World Cup Stadium,https://en.wikipedia.org/wiki/Suwon_World_Cup_Stadium,43000,Suwon,https://en.wikipedia.org/wiki/Suwon
FIFA Men's World Cup,2002,Sweden vs Senegal,2002-06-16,Japan,Ōita Stadium,https://en.wikipedia.org/wiki/Showa_Denko_Dome_Oita,43000,Ōita,"https://en.wikipedia.org/wiki/Ōita,_Ōita"
FIFA Men's World Cup,2002,Brazil vs Belgium,2002-06-17,Japan,Kobe Wing Stadium,https://en.wikipedia.org/wiki/Kobe_Wing_Stadium,42000,Kobe,https://en.wikipedia.org/wiki/Kobe
FIFA Men's World Cup,2002,Mexico vs United States,2002-06-17,South Korea,Jeonju World Cup Stadium,https://en.wikipedia.org/wiki/Jeonju_World_Cup_Stadium,42000,Jeonju,https://en.wikipedia.org/wiki/Jeonju
FIFA Men's World Cup,2002,Japan vs Turkey,2002-06-18,Japan,Miyagi Stadium,https://en.wikipedia.org/wiki/Miyagi_Stadium,49000,Miyagi,https://en.wikipedia.org/wiki/Miyagi_Prefecture
FIFA Men's World Cup,2002,South Korea vs Italy,2002-06-18,South Korea,Daejeon World Cup Stadium,https://en.wikipedia.org/wiki/Daejeon_World_Cup_Stadium,40000,Daejeon,https://en.wikipedia.org/wiki/Daejeon
FIFA Men's World Cup,2002,England vs Brazil,2002-06-21,Japan,Shizuoka Stadium ECOPA,https://en.wikipedia.org/wiki/Shizuoka_Stadium,51000,Shizuoka,"https://en.wikipedia.org/wiki/Fukuroi,_Shizuoka"
FIFA Men's World Cup,2002,Germany vs United States,2002-06-21,South Korea,Ulsan Munsu Football Stadium,https://en.wikipedia.org/wiki/Ulsan_Munsu_Football_Stadium,44000,Ulsan,https://en.wikipedia.org/wiki/Ulsan
FIFA Men's World Cup,2002,Senegal vs Turkey,2002-06-22,Japan,Nagai Stadium,https://en.wikipedia.org/wiki/Nagai_Stadium,50000,Osaka,https://en.wikipedia.org/wiki/Osaka
FIFA Men's World Cup,2002,Spain vs South Korea,2002-06-22,South Korea,Gwangju World Cup Stadium,https://en.wikipedia.org/wiki/Gwangju_World_Cup_Stadium,43000,Gwangju,https://en.wikipedia.org/wiki/Gwangju
FIFA Men's World Cup,2002,Germany vs South Korea,2002-06-25,South Korea,Seoul World Cup Stadium,https://en.wikipedia.org/wiki/Seoul_World_Cup_Stadium,64000,Seoul,https://en.wikipedia.org/wiki/Seoul
FIFA Men's World Cup,2002,Brazil vs Turkey,2002-06-26,Japan,Saitama Stadium,https://en.wikipedia.org/wiki/Saitama_Stadium_2002,63000,Saitama,"https://en.wikipedia.org/wiki/Saitama,_Saitama"
FIFA Men's World Cup,2002,South Korea vs Turkey,2002-06-29,South Korea,Daegu World Cup Stadium,https://en.wikipedia.org/wiki/Daegu_Stadium,68000,Daegu,https://en.wikipedia.org/wiki/Daegu
FIFA Men's World Cup,2002,Germany vs Brazil,2002-06-30,Japan,International Stadium Yokohama,https://en.wikipedia.org/wiki/International_Stadium_Yokohama,72000,Yokohama,https://en.wikipedia.org/wiki/Yokohama
FIFA Men's World Cup,2006,Germany vs Costa Rica,2006-06-09,Germany,Allianz Arena,https://en.wikipedia.org/wiki/Allianz_Arena,66000,Munich,https://en.wikipedia.org/wiki/Munich
FIFA Men's World Cup,2006,Poland vs Ecuador,2006-06-09,Germany,Arena AufShalke,https://en.wikipedia.org/wiki/Arena_AufSchalke,52000,Gelsenkirchen,https://en.wikipedia.org/wiki/Gelsenkirchen
FIFA Men's World Cup,2006,Argentina vs Ivory Coast,2006-06-10,Germany,Volksparkstadion,https://en.wikipedia.org/wiki/Volksparkstadion,50000,Hamburg,https://en.wikipedia.org/wiki/Hamburg
FIFA Men's World Cup,2006,England vs Paraguay,2006-06-10,Germany,Waldstadion,https://en.wikipedia.org/wiki/Waldstadion_(Frankfurt),48000,Frankfurt,https://en.wikipedia.org/wiki/Frankfurt
FIFA Men's World Cup,2006,Trinidad and Tobago vs Sweden,2006-06-10,Germany,Westfalenstadion,https://en.wikipedia.org/wiki/Westfalenstadion,65000,Dortmund,https://en.wikipedia.org/wiki/Dortmund
FIFA Men's World Cup,2006,Angola vs Portugal,2006-06-11,Germany,RheinEnergieStadion,https://en.wikipedia.org/wiki/RheinEnergieStadion,45000,Cologne,https://en.wikipedia.org/wiki/Cologne
FIFA Men's World Cup,2006,Mexico vs Iran,2006-06-11,Germany,Frankenstadion,https://en.wikipedia.org/wiki/Nuremberg,41000,Nuremberg,https://en.wikipedia.org/wiki/Nuremberg
FIFA Men's World Cup,2006,Serbia and Montenegro vs Netherlands,2006-06-11,Germany,Zentralstadion,https://en.wikipedia.org/wiki/Red_Bull_Arena_(Leipzig),43000,Leipzig,https://en.wikipedia.org/wiki/Leipzig
FIFA Men's World Cup,2006,Australia vs Japan,2006-06-12,Germany,Fritz-Walter-Stadion,https://en.wikipedia.org/wiki/Fritz-Walter-Stadion,46000,Kaiserslautern,https://en.wikipedia.org/wiki/Kaiserslautern
FIFA Men's World Cup,2006,Italy vs Ghana,2006-06-12,Germany,Niedersachsenstadion,https://en.wikipedia.org/wiki/Niedersachsenstadion,43000,Hanover,https://en.wikipedia.org/wiki/Hanover
FIFA Men's World Cup,2006,United States vs Czech Republic,2006-06-12,Germany,Arena AufShalke,https://en.wikipedia.org/wiki/Arena_AufSchalke,52000,Gelsenkirchen,https://en.wikipedia.org/wiki/Gelsenkirchen
FIFA Men's World Cup,2006,Brazil vs Croatia,2006-06-13,Germany,Olympiastadion,https://en.wikipedia.org/wiki/Olympiastadion_(Berlin),72000,Berlin,https://en.wikipedia.org/wiki/Berlin
FIFA Men's World Cup,2006,France vs Switzerland,2006-06-13,Germany,Neckarstadion,https://en.wikipedia.org/wiki/Mercedes-Benz_Arena_(Stuttgart),52000,Stuttgart,https://en.wikipedia.org/wiki/Stuttgart
FIFA Men's World Cup,2006,South Korea vs Togo,2006-06-13,Germany,Waldstadion,https://en.wikipedia.org/wiki/Waldstadion_(Frankfurt),48000,Frankfurt,https://en.wikipedia.org/wiki/Frankfurt
FIFA Men's World Cup,2006,Germany vs Poland,2006-06-14,Germany,Westfalenstadion,https://en.wikipedia.org/wiki/Westfalenstadion,65000,Dortmund,https://en.wikipedia.org/wiki/Dortmund
FIFA Men's World Cup,2006,Spain vs Ukraine,2006-06-14,Germany,Zentralstadion,https://en.wikipedia.org/wiki/Red_Bull_Arena_(Leipzig),43000,Leipzig,https://en.wikipedia.org/wiki/Leipzig
FIFA Men's World Cup,2006,Tunisia vs Saudi Arabia,2006-06-14,Germany,Allianz Arena,https://en.wikipedia.org/wiki/Allianz_Arena,66000,Munich,https://en.wikipedia.org/wiki/Munich
FIFA Men's World Cup,2006,Ecuador vs Costa Rica,2006-06-15,Germany,Volksparkstadion,https://en.wikipedia.org/wiki/Volksparkstadion,50000,Hamburg,https://en.wikipedia.org/wiki/Hamburg
FIFA Men's World Cup,2006,England vs Trinidad and Tobago,2006-06-15,Germany,Frankenstadion,https://en.wikipedia.org/wiki/Nuremberg,41000,Nuremberg,https://en.wikipedia.org/wiki/Nuremberg
FIFA Men's World Cup,2006,Sweden vs Paraguay,2006-06-15,Germany,Olympiastadion,https://en.wikipedia.org/wiki/Olympiastadion_(Berlin),72000,Berlin,https://en.wikipedia.org/wiki/Berlin
FIFA Men's World Cup,2006,Argentina vs Serbia and Montenegro,2006-06-16,Germany,Arena AufShalke,https://en.wikipedia.org/wiki/Arena_AufSchalke,52000,Gelsenkirchen,https://en.wikipedia.org/wiki/Gelsenkirchen
FIFA Men's World Cup,2006,Mexico vs Angola,2006-06-16,Germany,Niedersachsenstadion,https://en.wikipedia.org/wiki/Niedersachsenstadion,43000,Hanover,https://en.wikipedia.org/wiki/Hanover
FIFA Men's World Cup,2006,Netherlands vs Ivory Coast,2006-06-16,Germany,Neckarstadion,https://en.wikipedia.org/wiki/Mercedes-Benz_Arena_(Stuttgart),52000,Stuttgart,https://en.wikipedia.org/wiki/Stuttgart
FIFA Men's World Cup,2006,Czech Republic vs Ghana,2006-06-17,Germany,RheinEnergieStadion,https://en.wikipedia.org/wiki/RheinEnergieStadion,45000,Cologne,https://en.wikipedia.org/wiki/Cologne
FIFA Men's World Cup,2006,Italy vs United States,2006-06-17,Germany,Fritz-Walter-Stadion,https://en.wikipedia.org/wiki/Fritz-Walter-Stadion,46000,Kaiserslautern,https://en.wikipedia.org/wiki/Kaiserslautern
FIFA Men's World Cup,2006,Portugal vs Iran,2006-06-17,Germany,Waldstadion,https://en.wikipedia.org/wiki/Waldstadion_(Frankfurt),48000,Frankfurt,https://en.wikipedia.org/wiki/Frankfurt
FIFA Men's World Cup,2006,Brazil vs Australia,2006-06-18,Germany,Allianz Arena,https://en.wikipedia.org/wiki/Allianz_Arena,66000,Munich,https://en.wikipedia.org/wiki/Munich
FIFA Men's World Cup,2006,France vs South Korea,2006-06-18,Germany,Zentralstadion,https://en.wikipedia.org/wiki/Red_Bull_Arena_(Leipzig),43000,Leipzig,https://en.wikipedia.org/wiki/Leipzig
FIFA Men's World Cup,2006,Japan vs Croatia,2006-06-18,Germany,Frankenstadion,https://en.wikipedia.org/wiki/Nuremberg,41000,Nuremberg,https://en.wikipedia.org/wiki/Nuremberg
FIFA Men's World Cup,2006,Saudi Arabia vs Ukraine,2006-06-19,Germany,Volksparkstadion,https://en.wikipedia.org/wiki/Volksparkstadion,50000,Hamburg,https://en.wikipedia.org/wiki/Hamburg
FIFA Men's World Cup,2006,Spain vs Tunisia,2006-06-19,Germany,Neckarstadion,https://en.wikipedia.org/wiki/Mercedes-Benz_Arena_(Stuttgart),52000,Stuttgart,https://en.wikipedia.org/wiki/Stuttgart
FIFA Men's World Cup,2006,Togo vs Switzerland,2006-06-19,Germany,Westfalenstadion,https://en.wikipedia.org/wiki/Westfalenstadion,65000,Dortmund,https://en.wikipedia.org/wiki/Dortmund
FIFA Men's World Cup,2006,Costa Rica vs Poland,2006-06-20,Germany,Niedersachsenstadion,https://en.wikipedia.org/wiki/Niedersachsenstadion,43000,Hanover,https://en.wikipedia.org/wiki/Hanover
FIFA Men's World Cup,2006,Ecuador vs Germany,2006-06-20,Germany,Olympiastadion,https://en.wikipedia.org/wiki/Olympiastadion_(Berlin),72000,Berlin,https://en.wikipedia.org/wiki/Berlin
FIFA Men's World Cup,2006,Paraguay vs Trinidad and Tobago,2006-06-20,Germany,Fritz-Walter-Stadion,https://en.wikipedia.org/wiki/Fritz-Walter-Stadion,46000,Kaiserslautern,https://en.wikipedia.org/wiki/Kaiserslautern
FIFA Men's World Cup,2006,Sweden vs England,2006-06-20,Germany,RheinEnergieStadion,https://en.wikipedia.org/wiki/RheinEnergieStadion,45000,Cologne,https://en.wikipedia.org/wiki/Cologne
FIFA Men's World Cup,2006,Iran vs Angola,2006-06-21,Germany,Zentralstadion,https://en.wikipedia.org/wiki/Red_Bull_Arena_(Leipzig),43000,Leipzig,https://en.wikipedia.org/wiki/Leipzig
FIFA Men's World Cup,2006,Ivory Coast vs Serbia and Montenegro,2006-06-21,Germany,Allianz Arena,https://en.wikipedia.org/wiki/Allianz_Arena,66000,Munich,https://en.wikipedia.org/wiki/Munich
FIFA Men's World Cup,2006,Netherlands vs Argentina,2006-06-21,Germany,Waldstadion,https://en.wikipedia.org/wiki/Waldstadion_(Frankfurt),48000,Frankfurt,https://en.wikipedia.org/wiki/Frankfurt
FIFA Men's World Cup,2006,Portugal vs Mexico,2006-06-21,Germany,Arena AufShalke,https://en.wikipedia.org/wiki/Arena_AufSchalke,52000,Gelsenkirchen,https://en.wikipedia.org/wiki/Gelsenkirchen
FIFA Men's World Cup,2006,Croatia vs Australia,2006-06-22,Germany,Neckarstadion,https://en.wikipedia.org/wiki/Mercedes-Benz_Arena_(Stuttgart),52000,Stuttgart,https://en.wikipedia.org/wiki/Stuttgart
FIFA Men's World Cup,2006,Czech Republic vs Italy,2006-06-22,Germany,Volksparkstadion,https://en.wikipedia.org/wiki/Volksparkstadion,50000,Hamburg,https://en.wikipedia.org/wiki/Hamburg
FIFA Men's World Cup,2006,Ghana vs United States,2006-06-22,Germany,Frankenstadion,https://en.wikipedia.org/wiki/Nuremberg,41000,Nuremberg,https://en.wikipedia.org/wiki/Nuremberg
FIFA Men's World Cup,2006,Japan vs Brazil,2006-06-22,Germany,Westfalenstadion,https://en.wikipedia.org/wiki/Westfalenstadion,65000,Dortmund,https://en.wikipedia.org/wiki/Dortmund
FIFA Men's World Cup,2006,Saudi Arabia vs Spain,2006-06-23,Germany,Fritz-Walter-Stadion,https://en.wikipedia.org/wiki/Fritz-Walter-Stadion,46000,Kaiserslautern,https://en.wikipedia.org/wiki/Kaiserslautern
FIFA Men's World Cup,2006,Switzerland vs South Korea,2006-06-23,Germany,Niedersachsenstadion,https://en.wikipedia.org/wiki/Niedersachsenstadion,43000,Hanover,https://en.wikipedia.org/wiki/Hanover
FIFA Men's World Cup,2006,Togo vs France,2006-06-23,Germany,RheinEnergieStadion,https://en.wikipedia.org/wiki/RheinEnergieStadion,45000,Cologne,https://en.wikipedia.org/wiki/Cologne
FIFA Men's World Cup,2006,Ukraine vs Tunisia,2006-06-23,Germany,Olympiastadion,https://en.wikipedia.org/wiki/Olympiastadion_(Berlin),72000,Berlin,https://en.wikipedia.org/wiki/Berlin
FIFA Men's World Cup,2006,Argentina vs Mexico,2006-06-24,Germany,Zentralstadion,https://en.wikipedia.org/wiki/Red_Bull_Arena_(Leipzig),43000,Leipzig,https://en.wikipedia.org/wiki/Leipzig
FIFA Men's World Cup,2006,Germany vs Sweden,2006-06-24,Germany,Allianz Arena,https://en.wikipedia.org/wiki/Allianz_Arena,66000,Munich,https://en.wikipedia.org/wiki/Munich
FIFA Men's World Cup,2006,England vs Ecuador,2006-06-25,Germany,Neckarstadion,https://en.wikipedia.org/wiki/Mercedes-Benz_Arena_(Stuttgart),52000,Stuttgart,https://en.wikipedia.org/wiki/Stuttgart
FIFA Men's World Cup,2006,Portugal vs Netherlands,2006-06-25,Germany,Frankenstadion,https://en.wikipedia.org/wiki/Nuremberg,41000,Nuremberg,https://en.wikipedia.org/wiki/Nuremberg
FIFA Men's World Cup,2006,Italy vs Australia,2006-06-26,Germany,Fritz-Walter-Stadion,https://en.wikipedia.org/wiki/Fritz-Walter-Stadion,46000,Kaiserslautern,https://en.wikipedia.org/wiki/Kaiserslautern
FIFA Men's World Cup,2006,Switzerland vs Ukraine,2006-06-26,Germany,RheinEnergieStadion,https://en.wikipedia.org/wiki/RheinEnergieStadion,45000,Cologne,https://en.wikipedia.org/wiki/Cologne
FIFA Men's World Cup,2006,Brazil vs Ghana,2006-06-27,Germany,Westfalenstadion,https://en.wikipedia.org/wiki/Westfalenstadion,65000,Dortmund,https://en.wikipedia.org/wiki/Dortmund
FIFA Men's World Cup,2006,Spain vs France,2006-06-27,Germany,Niedersachsenstadion,https://en.wikipedia.org/wiki/Niedersachsenstadion,43000,Hanover,https://en.wikipedia.org/wiki/Hanover
FIFA Men's World Cup,2006,Germany vs Argentina,2006-06-30,Germany,Olympiastadion,https://en.wikipedia.org/wiki/Olympiastadion_(Berlin),72000,Berlin,https://en.wikipedia.org/wiki/Berlin
FIFA Men's World Cup,2006,Italy vs Ukraine,2006-06-30,Germany,Volksparkstadion,https://en.wikipedia.org/wiki/Volksparkstadion,50000,Hamburg,https://en.wikipedia.org/wiki/Hamburg
FIFA Men's World Cup,2006,Brazil vs France,2006-07-01,Germany,Waldstadion,https://en.wikipedia.org/wiki/Waldstadion_(Frankfurt),48000,Frankfurt,https://en.wikipedia.org/wiki/Frankfurt
FIFA Men's World Cup,2006,England vs Portugal,2006-07-01,Germany,Arena AufShalke,https://en.wikipedia.org/wiki/Arena_AufSchalke,52000,Gelsenkirchen,https://en.wikipedia.org/wiki/Gelsenkirchen
FIFA Men's World Cup,2006,Germany vs Italy,2006-07-04,Germany,Westfalenstadion,https://en.wikipedia.org/wiki/Westfalenstadion,65000,Dortmund,https://en.wikipedia.org/wiki/Dortmund
FIFA Men's World Cup,2006,Portugal vs France,2006-07-05,Germany,Allianz Arena,https://en.wikipedia.org/wiki/Allianz_Arena,66000,Munich,https://en.wikipedia.org/wiki/Munich
FIFA Men's World Cup,2006,Germany vs Portugal,2006-07-08,Germany,Neckarstadion,https://en.wikipedia.org/wiki/Mercedes-Benz_Arena_(Stuttgart),52000,Stuttgart,https://en.wikipedia.org/wiki/Stuttgart
FIFA Men's World Cup,2006,Italy vs France,2006-07-09,Germany,Olympiastadion,https://en.wikipedia.org/wiki/Olympiastadion_(Berlin),72000,Berlin,https://en.wikipedia.org/wiki/Berlin
FIFA Men's World Cup,2010,South Africa vs Mexico,2010-06-11,South Africa,Soccer City,https://en.wikipedia.org/wiki/FNB_Stadium,84000,Johannesburg,https://en.wikipedia.org/wiki/Johannesburg
FIFA Men's World Cup,2010,Uruguay vs France,2010-06-11,South Africa,Cape Town Stadium,https://en.wikipedia.org/wiki/Cape_Town_Stadium,64000,Cape Town,https://en.wikipedia.org/wiki/Cape_Town
FIFA Men's World Cup,2010,Argentina vs Nigeria,2010-06-12,South Africa,Ellis Park Stadium,https://en.wikipedia.org/wiki/Ellis_Park_Stadium,56000,Johannesburg,https://en.wikipedia.org/wiki/Johannesburg
FIFA Men's World Cup,2010,England vs United States,2010-06-12,South Africa,Royal Bafokeng Stadium,https://en.wikipedia.org/wiki/Royal_Bafokeng_Stadium,42000,Rustenburg,https://en.wikipedia.org/wiki/Rustenburg
FIFA Men's World Cup,2010,South Korea vs Greece,2010-06-12,South Africa,Nelson Mandela Bay Stadium,https://en.wikipedia.org/wiki/Nelson_Mandela_Bay_Stadium,42000,Port Elizabeth,https://en.wikipedia.org/wiki/Port_Elizabeth
FIFA Men's World Cup,2010,Algeria vs Slovenia,2010-06-13,South Africa,Peter Mokaba Stadium,https://en.wikipedia.org/wiki/Peter_Mokaba_Stadium,42000,Polokwane,https://en.wikipedia.org/wiki/Polokwane
FIFA Men's World Cup,2010,Germany vs Australia,2010-06-13,South Africa,Moses Mabhida Stadium,https://en.wikipedia.org/wiki/Moses_Mabhida_Stadium,63000,Durban,https://en.wikipedia.org/wiki/Durban
FIFA Men's World Cup,2010,Serbia vs Ghana,2010-06-13,South Africa,Loftus Versfeld Stadium,https://en.wikipedia.org/wiki/Loftus_Versfeld_Stadium,43000,Pretoria,https://en.wikipedia.org/wiki/Pretoria
FIFA Men's World Cup,2010,Italy vs Paraguay,2010-06-14,South Africa,Cape Town Stadium,https://en.wikipedia.org/wiki/Cape_Town_Stadium,64000,Cape Town,https://en.wikipedia.org/wiki/Cape_Town
FIFA Men's World Cup,2010,Japan vs Cameroon,2010-06-14,South Africa,Free State Stadium,https://en.wikipedia.org/wiki/Free_State_Stadium,41000,Bloemfontein,https://en.wikipedia.org/wiki/Bloemfontein
FIFA Men's World Cup,2010,Netherlands vs Denmark,2010-06-14,South Africa,Soccer City,https://en.wikipedia.org/wiki/FNB_Stadium,84000,Johannesburg,https://en.wikipedia.org/wiki/Johannesburg
FIFA Men's World Cup,2010,Brazil vs North Korea,2010-06-15,South Africa,Ellis Park Stadium,https://en.wikipedia.org/wiki/Ellis_Park_Stadium,56000,Johannesburg,https://en.wikipedia.org/wiki/Johannesburg
FIFA Men's World Cup,2010,Ivory Coast vs Portugal,2010-06-15,South Africa,Nelson Mandela Bay Stadium,https://en.wikipedia.org/wiki/Nelson_Mandela_Bay_Stadium,42000,Port Elizabeth,https://en.wikipedia.org/wiki/Port_Elizabeth
FIFA Men's World Cup,2010,New Zealand vs Slovakia,2010-06-15,South Africa,Royal Bafokeng Stadium,https://en.wikipedia.org/wiki/Royal_Bafokeng_Stadium,42000,Rustenburg,https://en.wikipedia.org/wiki/Rustenburg
