tournament,year,match_name,match_date,country_name,stadium_name,stadium_wikipedia_link,stadium_capacity,city_name,city_wikipedia_link
FIFA Men's World Cup,1978,Argentina vs Netherlands,1978-06-25,Argentina,Estadio Monumental,https://en.wikipedia.org/wiki/Estadio_Monumental_Antonio_Vespucio_Liberti,75000,Buenos Aires,https://en.wikipedia.org/wiki/Buenos_Aires
FIFA Men's World Cup,1982,Argentina vs Belgium,1982-06-13,Spain,Camp Nou,https://en.wikipedia.org/wiki/Camp_Nou,121000,Barcelona,https://en.wikipedia.org/wiki/Barcelona
FIFA Men's World Cup,1982,Brazil vs Soviet Union,1982-06-14,Spain,Estadio Ramón Sánchez Pizjuán,https://en.wikipedia.org/wiki/Ramón_Sánchez_Pizjuán_Stadium,68000,Seville,https://en.wikipedia.org/wiki/Seville
FIFA Men's World Cup,1982,Italy vs Poland,1982-06-14,Spain,Balaídos,https://en.wikipedia.org/wiki/Bala%C3%ADdos,33000,Vigo,https://en.wikipedia.org/wiki/Vigo
FIFA Men's World Cup,1982,Hungary vs El Salvador,1982-06-15,Spain,Nuevo Estadio,https://en.wikipedia.org/wiki/Estadio_Manuel_Mart%C3%ADnez_Valero,53000,Elche,https://en.wikipedia.org/wiki/Elche
FIFA Men's World Cup,1982,Peru vs Cameroon,1982-06-15,Spain,Estadio Riazor,https://en.wikipedia.org/wiki/Estadio_Riazor,34000,A Coruña,https://en.wikipedia.org/wiki/A_Coruña
FIFA Men's World Cup,1982,Scotland vs New Zealand,1982-06-15,Spain,Estadio La Rosaleda,https://en.wikipedia.org/wiki/Estadio_La_Rosaleda,45000,Málaga,https://en.wikipedia.org/wiki/Málaga
FIFA Men's World Cup,1982,England vs France,1982-06-16,Spain,Estadio San Mamés,https://en.wikipedia.org/wiki/San_Mamés_Stadium_(1913),46000,Bilbao,https://en.wikipedia.org/wiki/Bilbao
FIFA Men's World Cup,1982,Spain vs Honduras,1982-06-16,Spain,Estadio Luis Casanova,https://en.wikipedia.org/wiki/Mestalla_Stadium,50000,Valencia,https://en.wikipedia.org/wiki/Valencia
FIFA Men's World Cup,1982,West Germany vs Algeria,1982-06-16,Spain,Estadio El Molinón,https://en.wikipedia.org/wiki/El_Molinón,45000,Gijón,https://en.wikipedia.org/wiki/Gijón
FIFA Men's World Cup,1982,Chile vs Austria,1982-06-17,Spain,Estadio Carlos Tartiere,https://en.wikipedia.org/wiki/Estadio_Carlos_Tartiere_(1932),24000,Oviedo,https://en.wikipedia.org/wiki/Oviedo
FIFA Men's World Cup,1982,Czechoslovakia vs Kuwait,1982-06-17,Spain,Estadio José Zorrilla,https://en.wikipedia.org/wiki/Estadio_José_Zorrilla,30000,Valladolid,https://en.wikipedia.org/wiki/Valladolid
FIFA Men's World Cup,1982,Yugoslavia vs Northern Ireland,1982-06-17,Spain,Estadio La Romareda,https://en.wikipedia.org/wiki/La_Romareda,42000,Zaragoza,https://en.wikipedia.org/wiki/Zaragoza
FIFA Men's World Cup,1982,Argentina vs Hungary,1982-06-18,Spain,Estadio José Rico Pérez,https://en.wikipedia.org/wiki/Estadio_José_Rico_Pérez,33000,Alicante,https://en.wikipedia.org/wiki/Alicante
FIFA Men's World Cup,1982,Brazil vs Scotland,1982-06-18,Spain,Estadio Benito Villamarín,https://en.wikipedia.org/wiki/Estadio_Benito_Villamar%C3%ADn,50000,Seville,https://en.wikipedia.org/wiki/Seville
FIFA Men's World Cup,1982,Italy vs Peru,1982-06-18,Spain,Balaídos,https://en.wikipedia.org/wiki/Bala%C3%ADdos,33000,Vigo,https://en.wikipedia.org/wiki/Vigo
FIFA Men's World Cup,1982,Belgium vs El Salvador,1982-06-19,Spain,Nuevo Estadio,https://en.wikipedia.org/wiki/Estadio_Manuel_Mart%C3%ADnez_Valero,53000,Elche,https://en.wikipedia.org/wiki/Elche
FIFA Men's World Cup,1982,Poland vs Cameroon,1982-06-19,Spain,Estadio Riazor,https://en.wikipedia.org/wiki/Estadio_Riazor,34000,A Coruña,https://en.wikipedia.org/wiki/A_Coruña
FIFA Men's World Cup,1982,Soviet Union vs New Zealand,1982-06-19,Spain,Estadio La Rosaleda,https://en.wikipedia.org/wiki/Estadio_La_Rosaleda,45000,Málaga,https://en.wikipedia.org/wiki/Málaga
FIFA Men's World Cup,1982,England vs Czechoslovakia,1982-06-20,Spain,Estadio San Mamés,https://en.wikipedia.org/wiki/San_Mamés_Stadium_(1913),46000,Bilbao,https://en.wikipedia.org/wiki/Bilbao
FIFA Men's World Cup,1982,Spain vs Yugoslavia,1982-06-20,Spain,Estadio Luis Casanova,https://en.wikipedia.org/wiki/Mestalla_Stadium,50000,Valencia,https://en.wikipedia.org/wiki/Valencia
FIFA Men's World Cup,1982,West Germany vs Chile,1982-06-20,Spain,Estadio El Molinón,https://en.wikipedia.org/wiki/El_Molinón,45000,Gijón,https://en.wikipedia.org/wiki/Gijón
FIFA Men's World Cup,1982,Algeria vs Austria,1982-06-21,Spain,Estadio Carlos Tartiere,https://en.wikipedia.org/wiki/Estadio_Carlos_Tartiere_(1932),24000,Oviedo,https://en.wikipedia.org/wiki/Oviedo
FIFA Men's World Cup,1982,France vs Kuwait,1982-06-21,Spain,Estadio José Zorrilla,https://en.wikipedia.org/wiki/Estadio_José_Zorrilla,30000,Valladolid,https://en.wikipedia.org/wiki/Valladolid
FIFA Men's World Cup,1982,Honduras vs Northern Ireland,1982-06-21,Spain,Estadio La Romareda,https://en.wikipedia.org/wiki/La_Romareda,42000,Zaragoza,https://en.wikipedia.org/wiki/Zaragoza
FIFA Men's World Cup,1982,Belgium vs Hungary,1982-06-22,Spain,Nuevo Estadio,https://en.wikipedia.org/wiki/Estadio_Manuel_Mart%C3%ADnez_Valero,53000,Elche,https://en.wikipedia.org/wiki/Elche
FIFA Men's World Cup,1982,Poland vs Peru,1982-06-22,Spain,Estadio Riazor,https://en.wikipedia.org/wiki/Estadio_Riazor,34000,A Coruña,https://en.wikipedia.org/wiki/A_Coruña
FIFA Men's World Cup,1982,Soviet Union vs Scotland,1982-06-22,Spain,Estadio La Rosaleda,https://en.wikipedia.org/wiki/Estadio_La_Rosaleda,45000,Málaga,https://en.wikipedia.org/wiki/Málaga
FIFA Men's World Cup,1982,Argentina vs El Salvador,1982-06-23,Spain,Estadio José Rico Pérez,https://en.wikipedia.org/wiki/Estadio_José_Rico_Pérez,33000,Alicante,https://en.wikipedia.org/wiki/Alicante
FIFA Men's World Cup,1982,Brazil vs New Zealand,1982-06-23,Spain,Estadio Benito Villamarín,https://en.wikipedia.org/wiki/Estadio_Benito_Villamar%C3%ADn,50000,Seville,https://en.wikipedia.org/wiki/Seville
FIFA Men's World Cup,1982,Italy vs Cameroon,1982-06-23,Spain,Balaídos,https://en.wikipedia.org/wiki/Bala%C3%ADdos,33000,Vigo,https://en.wikipedia.org/wiki/Vigo
FIFA Men's World Cup,1982,Algeria vs Chile,1982-06-24,Spain,Estadio Carlos Tartiere,https://en.wikipedia.org/wiki/Estadio_Carlos_Tartiere_(1932),24000,Oviedo,https://en.wikipedia.org/wiki/Oviedo
FIFA Men's World Cup,1982,France vs Czechoslovakia,1982-06-24,Spain,Estadio José Zorrilla,https://en.wikipedia.org/wiki/Estadio_José_Zorrilla,30000,Valladolid,https://en.wikipedia.org/wiki/Valladolid
FIFA Men's World Cup,1982,Honduras vs Yugoslavia,1982-06-24,Spain,Estadio La Romareda,https://en.wikipedia.org/wiki/La_Romareda,42000,Zaragoza,https://en.wikipedia.org/wiki/Zaragoza
FIFA Men's World Cup,1982,England vs Kuwait,1982-06-25,Spain,Estadio San Mamés,https://en.wikipedia.org/wiki/San_Mamés_Stadium_(1913),46000,Bilbao,https://en.wikipedia.org/wiki/Bilbao
FIFA Men's World Cup,1982,Spain vs Northern Ireland,1982-06-25,Spain,Estadio Luis Casanova,https://en.wikipedia.org/wiki/Mestalla_Stadium,50000,Valencia,https://en.wikipedia.org/wiki/Valencia
FIFA Men's World Cup,1982,West Germany vs Austria,1982-06-25,Spain,Estadio El Molinón,https://en.wikipedia.org/wiki/El_Molinón,45000,Gijón,https://en.wikipedia.org/wiki/Gijón
FIFA Men's World Cup,1982,Austria vs France,1982-06-28,Spain,Vicente Calderón,https://en.wikipedia.org/wiki/Vicente_Calderón_Stadium,66000,Madrid,https://en.wikipedia.org/wiki/Madrid
FIFA Men's World Cup,1982,Poland vs Belgium,1982-06-28,Spain,Camp Nou,https://en.wikipedia.org/wiki/Camp_Nou,121000,Barcelona,https://en.wikipedia.org/wiki/Barcelona
FIFA Men's World Cup,1982,Italy vs Argentina,1982-06-29,Spain,Estadi de Sarrià,https://en.wikipedia.org/wiki/Sarrià_Stadium,40000,Barcelona,https://en.wikipedia.org/wiki/Barcelona
FIFA Men's World Cup,1982,West Germany vs England,1982-06-29,Spain,Estadio Santiago Bernabéu,https://en.wikipedia.org/wiki/Santiago_Bernabéu_Stadium,90000,Madrid,https://en.wikipedia.org/wiki/Madrid
FIFA Men's World Cup,1982,Austria vs Northern Ireland,1982-07-01,Spain,Vicente Calderón,https://en.wikipedia.org/wiki/Vicente_Calderón_Stadium,66000,Madrid,https://en.wikipedia.org/wiki/Madrid
FIFA Men's World Cup,1982,Belgium vs Soviet Union,1982-07-01,Spain,Camp Nou,https://en.wikipedia.org/wiki/Camp_Nou,121000,Barcelona,https://en.wikipedia.org/wiki/Barcelona
FIFA Men's World Cup,1982,Argentina vs Brazil,1982-07-02,Spain,Estadi de Sarrià,https://en.wikipedia.org/wiki/Sarrià_Stadium,40000,Barcelona,https://en.wikipedia.org/wiki/Barcelona
FIFA Men's World Cup,1982,West Germany vs Spain,1982-07-02,Spain,Estadio Santiago Bernabéu,https://en.wikipedia.org/wiki/Santiago_Bernabéu_Stadium,90000,Madrid,https://en.wikipedia.org/wiki/Madrid
FIFA Men's World Cup,1982,France vs Northern Ireland,1982-07-04,Spain,Vicente Calderón,https://en.wikipedia.org/wiki/Vicente_Calderón_Stadium,66000,Madrid,https://en.wikipedia.org/wiki/Madrid
FIFA Men's World Cup,1982,Soviet Union vs Poland,1982-07-04,Spain,Camp Nou,https://en.wikipedia.org/wiki/Camp_Nou,121000,Barcelona,https://en.wikipedia.org/wiki/Barcelona
FIFA Men's World Cup,1982,Italy vs Brazil,1982-07-05,Spain,Estadi de Sarrià,https://en.wikipedia.org/wiki/Sarrià_Stadium,40000,Barcelona,https://en.wikipedia.org/wiki/Barcelona
FIFA Men's World Cup,1982,Spain vs England,1982-07-05,Spain,Estadio Santiago Bernabéu,https://en.wikipedia.org/wiki/Santiago_Bernabéu_Stadium,90000,Madrid,https://en.wikipedia.org/wiki/Madrid
FIFA Men's World Cup,1982,Poland vs Italy,1982-07-08,Spain,Camp Nou,https://en.wikipedia.org/wiki/Camp_Nou,121000,Barcelona,https://en.wikipedia.org/wiki/Barcelona
FIFA Men's World Cup,1982,West Germany vs France,1982-07-08,Spain,Estadio Ramón Sánchez Pizjuán,https://en.wikipedia.org/wiki/Ramón_Sánchez_Pizjuán_Stadium,68000,Seville,https://en.wikipedia.org/wiki/Seville
FIFA Men's World Cup,1982,Poland vs France,1982-07-10,Spain,Estadio José Rico Pérez,https://en.wikipedia.org/wiki/Estadio_José_Rico_Pérez,33000,Alicante,https://en.wikipedia.org/wiki/Alicante
FIFA Men's World Cup,1982,Italy vs West Germany,1982-07-11,Spain,Estadio Santiago Bernabéu,https://en.wikipedia.org/wiki/Santiago_Bernabéu_Stadium,90000,Madrid,https://en.wikipedia.org/wiki/Madrid
FIFA Men's World Cup,1986,Bulgaria vs Italy,1986-05-31,Mexico,Estadio Azteca,https://en.wikipedia.org/wiki/Estadio_Azteca,115000,Mexico City,https://en.wikipedia.org/wiki/Mexico_City
FIFA Men's World Cup,1986,Canada vs France,1986-06-01,Mexico,Estadio Nou Camp,https://en.wikipedia.org/wiki/Estadio_Nou_Camp,31000,León,"https://en.wikipedia.org/wiki/León,_Guanajuato"
FIFA Men's World Cup,1986,Spain vs Brazil,1986-06-01,Mexico,Estadio Jalisco,https://en.wikipedia.org/wiki/Estadio_Jalisco,66000,Guadalajara,https://en.wikipedia.org/wiki/Guadalajara
FIFA Men's World Cup,1986,Argentina vs South Korea,1986-06-02,Mexico,Estadio Olímpico Universitario,https://en.wikipedia.org/wiki/Estadio_Ol%C3%ADmpico_Universitario,72000,Mexico City,https://en.wikipedia.org/wiki/Mexico_City
FIFA Men's World Cup,1986,Morocco vs Poland,1986-06-02,Mexico,Estadio Universitario,https://en.wikipedia.org/wiki/Estadio_Universitario_(UANL),44000,Monterrey,https://en.wikipedia.org/wiki/Monterrey
FIFA Men's World Cup,1986,Soviet Union vs Hungary,1986-06-02,Mexico,Estadio Sergio León Chavez,https://en.wikipedia.org/wiki/Estadio_Sergio_León_Chávez,31000,Irapuato,https://en.wikipedia.org/wiki/Irapuato
FIFA Men's World Cup,1986,Algeria vs Northern Ireland,1986-06-03,Mexico,Estadio Tres de Marzo,https://en.wikipedia.org/wiki/Estadio_Tres_de_Marzo,30000,Guadalajara,https://en.wikipedia.org/wiki/Guadalajara
FIFA Men's World Cup,1986,Belgium vs Mexico,1986-06-03,Mexico,Estadio Azteca,https://en.wikipedia.org/wiki/Estadio_Azteca,115000,Mexico City,https://en.wikipedia.org/wiki/Mexico_City
FIFA Men's World Cup,1986,Portugal vs England,1986-06-03,Mexico,Estadio Tecnológico,https://en.wikipedia.org/wiki/Estadio_Tecnológico,34000,Monterrey,https://en.wikipedia.org/wiki/Monterrey
FIFA Men's World Cup,1986,Paraguay vs Iraq,1986-06-04,Mexico,La Bombonera,https://en.wikipedia.org/wiki/Estadio_Nemesio_D%C3%ADez,33000,Toluca,https://en.wikipedia.org/wiki/Toluca
FIFA Men's World Cup,1986,Scotland vs Denmark,1986-06-04,Mexico,Estadio Neza 86,https://en.wikipedia.org/wiki/Estadio_Neza_86,35000,Nezahualcóyotl,https://en.wikipedia.org/wiki/Ciudad_Nezahualcóyotl
FIFA Men's World Cup,1986,Uruguay vs West Germany,1986-06-04,Mexico,Estadio La Corregidora,https://en.wikipedia.org/wiki/Estadio_La_Corregidora,39000,Querétaro,https://en.wikipedia.org/wiki/Santiago_de_Querétaro
FIFA Men's World Cup,1986,France vs Soviet Union,1986-06-05,Mexico,Estadio Nou Camp,https://en.wikipedia.org/wiki/Estadio_Nou_Camp,31000,León,"https://en.wikipedia.org/wiki/León,_Guanajuato"
FIFA Men's World Cup,1986,Italy vs Argentina,1986-06-05,Mexico,Estadio Cuauhtémoc,https://en.wikipedia.org/wiki/Estadio_Cuauhtémoc,46000,Puebla,https://en.wikipedia.org/wiki/Puebla_City
FIFA Men's World Cup,1986,South Korea vs Bulgaria,1986-06-05,Mexico,Estadio Olímpico Universitario,https://en.wikipedia.org/wiki/Estadio_Ol%C3%ADmpico_Universitario,72000,Mexico City,https://en.wikipedia.org/wiki/Mexico_City
FIFA Men's World Cup,1986,Brazil vs Algeria,1986-06-06,Mexico,Estadio Jalisco,https://en.wikipedia.org/wiki/Estadio_Jalisco,66000,Guadalajara,https://en.wikipedia.org/wiki/Guadalajara
FIFA Men's World Cup,1986,England vs Morocco,1986-06-06,Mexico,Estadio Tecnológico,https://en.wikipedia.org/wiki/Estadio_Tecnológico,34000,Monterrey,https://en.wikipedia.org/wiki/Monterrey
FIFA Men's World Cup,1986,Hungary vs Canada,1986-06-06,Mexico,Estadio Sergio León Chavez,https://en.wikipedia.org/wiki/Estadio_Sergio_León_Chávez,31000,Irapuato,https://en.wikipedia.org/wiki/Irapuato
FIFA Men's World Cup,1986,Mexico vs Paraguay,1986-06-07,Mexico,Estadio Azteca,https://en.wikipedia.org/wiki/Estadio_Azteca,115000,Mexico City,https://en.wikipedia.org/wiki/Mexico_City
FIFA Men's World Cup,1986,Northern Ireland vs Spain,1986-06-07,Mexico,Estadio Tres de Marzo,https://en.wikipedia.org/wiki/Estadio_Tres_de_Marzo,30000,Guadalajara,https://en.wikipedia.org/wiki/Guadalajara
FIFA Men's World Cup,1986,Poland vs Portugal,1986-06-07,Mexico,Estadio Universitario,https://en.wikipedia.org/wiki/Estadio_Universitario_(UANL),44000,Monterrey,https://en.wikipedia.org/wiki/Monterrey
FIFA Men's World Cup,1986,Denmark vs Uruguay,1986-06-08,Mexico,Estadio Neza 86,https://en.wikipedia.org/wiki/Estadio_Neza_86,35000,Nezahualcóyotl,https://en.wikipedia.org/wiki/Ciudad_Nezahualcóyotl
FIFA Men's World Cup,1986,Iraq vs Belgium,1986-06-08,Mexico,La Bombonera,https://en.wikipedia.org/wiki/Estadio_Nemesio_D%C3%ADez,33000,Toluca,https://en.wikipedia.org/wiki/Toluca
FIFA Men's World Cup,1986,West Germany vs Scotland,1986-06-08,Mexico,Estadio La Corregidora,https://en.wikipedia.org/wiki/Estadio_La_Corregidora,39000,Querétaro,https://en.wikipedia.org/wiki/Santiago_de_Querétaro
FIFA Men's World Cup,1986,Hungary vs France,1986-06-09,Mexico,Estadio Nou Camp,https://en.wikipedia.org/wiki/Estadio_Nou_Camp,31000,León,"https://en.wikipedia.org/wiki/León,_Guanajuato"
FIFA Men's World Cup,1986,Soviet Union vs Canada,1986-06-09,Mexico,Estadio Sergio León Chavez,https://en.wikipedia.org/wiki/Estadio_Sergio_León_Chávez,31000,Irapuato,https://en.wikipedia.org/wiki/Irapuato
FIFA Men's World Cup,1986,Argentina vs Bulgaria,1986-06-10,Mexico,Estadio Olímpico Universitario,https://en.wikipedia.org/wiki/Estadio_Ol%C3%ADmpico_Universitario,72000,Mexico City,https://en.wikipedia.org/wiki/Mexico_City
FIFA Men's World Cup,1986,South Korea vs Italy,1986-06-10,Mexico,Estadio Cuauhtémoc,https://en.wikipedia.org/wiki/Estadio_Cuauhtémoc,46000,Puebla,https://en.wikipedia.org/wiki/Puebla_City
FIFA Men's World Cup,1986,England vs Poland,1986-06-11,Mexico,Estadio Universitario,https://en.wikipedia.org/wiki/Estadio_Universitario_(UANL),44000,Monterrey,https://en.wikipedia.org/wiki/Monterrey
FIFA Men's World Cup,1986,Iraq vs Mexico,1986-06-11,Mexico,Estadio Azteca,https://en.wikipedia.org/wiki/Estadio_Azteca,115000,Mexico City,https://en.wikipedia.org/wiki/Mexico_City
FIFA Men's World Cup,1986,Paraguay vs Belgium,1986-06-11,Mexico,La Bombonera,https://en.wikipedia.org/wiki/Estadio_Nemesio_D%C3%ADez,33000,Toluca,https://en.wikipedia.org/wiki/Toluca
FIFA Men's World Cup,1986,Portugal vs Morocco,1986-06-11,Mexico,Estadio Tres de Marzo,https://en.wikipedia.org/wiki/Estadio_Tres_de_Marzo,30000,Guadalajara,https://en.wikipedia.org/wiki/Guadalajara
FIFA Men's World Cup,1986,Algeria vs Spain,1986-06-12,Mexico,Estadio Tecnológico,https://en.wikipedia.org/wiki/Estadio_Tecnológico,34000,Monterrey,https://en.wikipedia.org/wiki/Monterrey
FIFA Men's World Cup,1986,Northern Ireland vs Brazil,1986-06-12,Mexico,Estadio Jalisco,https://en.wikipedia.org/wiki/Estadio_Jalisco,66000,Guadalajara,https://en.wikipedia.org/wiki/Guadalajara
FIFA Men's World Cup,1986,Denmark vs West Germany,1986-06-13,Mexico,Estadio La Corregidora,https://en.wikipedia.org/wiki/Estadio_La_Corregidora,39000,Querétaro,https://en.wikipedia.org/wiki/Santiago_de_Querétaro
FIFA Men's World Cup,1986,Scotland vs Uruguay,1986-06-13,Mexico,Estadio Neza 86,https://en.wikipedia.org/wiki/Estadio_Neza_86,35000,Nezahualcóyotl,https://en.wikipedia.org/wiki/Ciudad_Nezahualcóyotl
FIFA Men's World Cup,1986,Mexico vs Bulgaria,1986-06-15,Mexico,Estadio Azteca,https://en.wikipedia.org/wiki/Estadio_Azteca,115000,Mexico City,https://en.wikipedia.org/wiki/Mexico_City
FIFA Men's World Cup,1986,Soviet Union vs Belgium,1986-06-15,Mexico,Estadio Nou Camp,https://en.wikipedia.org/wiki/Estadio_Nou_Camp,31000,León,"https://en.wikipedia.org/wiki/León,_Guanajuato"
FIFA Men's World Cup,1986,Argentina vs Uruguay,1986-06-16,Mexico,Estadio Cuauhtémoc,https://en.wikipedia.org/wiki/Estadio_Cuauhtémoc,46000,Puebla,https://en.wikipedia.org/wiki/Puebla_City
FIFA Men's World Cup,1986,Brazil vs Poland,1986-06-16,Mexico,Estadio Jalisco,https://en.wikipedia.org/wiki/Estadio_Jalisco,66000,Guadalajara,https://en.wikipedia.org/wiki/Guadalajara
FIFA Men's World Cup,1986,Italy vs France,1986-06-17,Mexico,Estadio Olímpico Universitario,https://en.wikipedia.org/wiki/Estadio_Ol%C3%ADmpico_Universitario,72000,Mexico City,https://en.wikipedia.org/wiki/Mexico_City
FIFA Men's World Cup,1986,Morocco vs West Germany,1986-06-17,Mexico,Estadio Universitario,https://en.wikipedia.org/wiki/Estadio_Universitario_(UANL),44000,Monterrey,https://en.wikipedia.org/wiki/Monterrey
FIFA Men's World Cup,1986,Denmark vs Spain,1986-06-18,Mexico,Estadio La Corregidora,https://en.wikipedia.org/wiki/Estadio_La_Corregidora,39000,Querétaro,https://en.wikipedia.org/wiki/Santiago_de_Querétaro
FIFA Men's World Cup,1986,England vs Paraguay,1986-06-18,Mexico,Estadio Azteca,https://en.wikipedia.org/wiki/Estadio_Azteca,115000,Mexico City,https://en.wikipedia.org/wiki/Mexico_City
FIFA Men's World Cup,1986,Brazil vs France,1986-06-21,Mexico,Estadio Jalisco,https://en.wikipedia.org/wiki/Estadio_Jalisco,66000,Guadalajara,https://en.wikipedia.org/wiki/Guadalajara
FIFA Men's World Cup,1986,West Germany vs Mexico,1986-06-21,Mexico,Estadio Universitario,https://en.wikipedia.org/wiki/Estadio_Universitario_(UANL),44000,Monterrey,https://en.wikipedia.org/wiki/Monterrey
FIFA Men's World Cup,1986,Argentina vs England,1986-06-22,Mexico,Estadio Azteca,https://en.wikipedia.org/wiki/Estadio_Azteca,115000,Mexico City,https://en.wikipedia.org/wiki/Mexico_City
FIFA Men's World Cup,1986,Spain vs Belgium,1986-06-22,Mexico,Estadio Cuauhtémoc,https://en.wikipedia.org/wiki/Estadio_Cuauhtémoc,46000,Puebla,https://en.wikipedia.org/wiki/Puebla_City
FIFA Men's World Cup,1986,Argentina vs Belgium,1986-06-25,Mexico,Estadio Azteca,https://en.wikipedia.org/wiki/Estadio_Azteca,115000,Mexico City,https://en.wikipedia.org/wiki/Mexico_City
FIFA Men's World Cup,1986,France vs West Germany,1986-06-25,Mexico,Estadio Jalisco,https://en.wikipedia.org/wiki/Estadio_Jalisco,66000,Guadalajara,https://en.wikipedia.org/wiki/Guadalajara
FIFA Men's World Cup,1986,Belgium vs France,1986-06-28,Mexico,Estadio Cuauhtémoc,https://en.wikipedia.org/wiki/Estadio_Cuauhtémoc,46000,Puebla,https://en.wikipedia.org/wiki/Puebla_City
FIFA Men's World Cup,1986,Argentina vs West Germany,1986-06-29,Mexico,Estadio Azteca,https://en.wikipedia.org/wiki/Estadio_Azteca,115000,Mexico City,https://en.wikipedia.org/wiki/Mexico_City
FIFA Men's World Cup,1990,Argentina vs Cameroon,1990-06-08,Italy,San Siro,https://en.wikipedia.org/wiki/San_Siro,75000,Milan,https://en.wikipedia.org/wiki/Milan
FIFA Men's World Cup,1990,Italy vs Austria,1990-06-09,Italy,Stadio Olimpico,https://en.wikipedia.org/wiki/Stadio_Olimpico,74000,Rome,https://en.wikipedia.org/wiki/Rome
FIFA Men's World Cup,1990,Soviet Union vs Romania,1990-06-09,Italy,Stadio San Nicola,https://en.wikipedia.org/wiki/Stadio_San_Nicola,51000,Bari,https://en.wikipedia.org/wiki/Bari
FIFA Men's World Cup,1990,United Arab Emirates vs Colombia,1990-06-09,Italy,Stadio Renato Dall'Ara,https://en.wikipedia.org/wiki/Stadio_Renato_Dall%27Ara,35000,Bologna,https://en.wikipedia.org/wiki/Bologna
FIFA Men's World Cup,1990,Brazil vs Sweden,1990-06-10,Italy,Stadio delle Alpi,https://en.wikipedia.org/wiki/Stadio_delle_Alpi,63000,Turin,https://en.wikipedia.org/wiki/Turin
FIFA Men's World Cup,1990,United States vs Czechoslovakia,1990-06-10,Italy,Stadio Comunale,https://en.wikipedia.org/wiki/Stadio_Artemio_Franchi,39000,Florence,https://en.wikipedia.org/wiki/Florence
FIFA Men's World Cup,1990,West Germany vs Yugoslavia,1990-06-10,Italy,San Siro,https://en.wikipedia.org/wiki/San_Siro,75000,Milan,https://en.wikipedia.org/wiki/Milan
FIFA Men's World Cup,1990,Costa Rica vs Scotland,1990-06-11,Italy,Stadio Luigi Ferraris,https://en.wikipedia.org/wiki/Stadio_Luigi_Ferraris,32000,Genoa,https://en.wikipedia.org/wiki/Genoa
FIFA Men's World Cup,1990,England vs Republic of Ireland,1990-06-11,Italy,Stadio Sant'Elia,https://en.wikipedia.org/wiki/Stadio_Sant%27Elia,35000,Cagliari,https://en.wikipedia.org/wiki/Cagliari
FIFA Men's World Cup,1990,Belgium vs South Korea,1990-06-12,Italy,Stadio Marc'Antonio Bentegodi,https://en.wikipedia.org/wiki/Stadio_Marc%27Antonio_Bentegodi,36000,Verona,https://en.wikipedia.org/wiki/Verona
FIFA Men's World Cup,1990,Netherlands vs Egypt,1990-06-12,Italy,Stadio La Favorita,https://en.wikipedia.org/wiki/Stadio_Renzo_Barbera,33000,Palermo,https://en.wikipedia.org/wiki/Palermo
FIFA Men's World Cup,1990,Argentina vs Soviet Union,1990-06-13,Italy,Stadio San Paolo,https://en.wikipedia.org/wiki/Stadio_San_Paolo,60000,Naples,https://en.wikipedia.org/wiki/Naples
FIFA Men's World Cup,1990,Uruguay vs Spain,1990-06-13,Italy,Stadio Friuli,https://en.wikipedia.org/wiki/Stadio_Friuli,36000,Udine,https://en.wikipedia.org/wiki/Udine
FIFA Men's World Cup,1990,Cameroon vs Romania,1990-06-14,Italy,Stadio San Nicola,https://en.wikipedia.org/wiki/Stadio_San_Nicola,51000,Bari,https://en.wikipedia.org/wiki/Bari
FIFA Men's World Cup,1990,Italy vs United States,1990-06-14,Italy,Stadio Olimpico,https://en.wikipedia.org/wiki/Stadio_Olimpico,74000,Rome,https://en.wikipedia.org/wiki/Rome
FIFA Men's World Cup,1990,Yugoslavia vs Colombia,1990-06-14,Italy,Stadio Renato Dall'Ara,https://en.wikipedia.org/wiki/Stadio_Renato_Dall%27Ara,35000,Bologna,https://en.wikipedia.org/wiki/Bologna
FIFA Men's World Cup,1990,Austria vs Czechoslovakia,1990-06-15,Italy,Stadio Comunale,https://en.wikipedia.org/wiki/Stadio_Artemio_Franchi,39000,Florence,https://en.wikipedia.org/wiki/Florence
FIFA Men's World Cup,1990,West Germany vs United Arab Emirates,1990-06-15,Italy,San Siro,https://en.wikipedia.org/wiki/San_Siro,75000,Milan,https://en.wikipedia.org/wiki/Milan
FIFA Men's World Cup,1990,Brazil vs Costa Rica,1990-06-16,Italy,Stadio delle Alpi,https://en.wikipedia.org/wiki/Stadio_delle_Alpi,63000,Turin,https://en.wikipedia.org/wiki/Turin
FIFA Men's World Cup,1990,England vs Netherlands,1990-06-16,Italy,Stadio Sant'Elia,https://en.wikipedia.org/wiki/Stadio_Sant%27Elia,35000,Cagliari,https://en.wikipedia.org/wiki/Cagliari
FIFA Men's World Cup,1990,Sweden vs Scotland,1990-06-16,Italy,Stadio Luigi Ferraris,https://en.wikipedia.org/wiki/Stadio_Luigi_Ferraris,32000,Genoa,https://en.wikipedia.org/wiki/Genoa
FIFA Men's World Cup,1990,Belgium vs Uruguay,1990-06-17,Italy,Stadio Marc'Antonio Bentegodi,https://en.wikipedia.org/wiki/Stadio_Marc%27Antonio_Bentegodi,36000,Verona,https://en.wikipedia.org/wiki/Verona
