team_name,player_name,given_name,family_name,player_wikipedia_link
Belgium,Charles Geerts,Charles,Geerts,https://en.wikipedia.org/wiki/Charles_Geerts_(footballer)
Cameroon,Charles Itandje,Charles,Itandje,https://en.wikipedia.org/wiki/Charles_Itandje
Cameroon,Charles Toubé,Charles,Toubé,https://en.wikipedia.org/wiki/Charles_Toub%C3%A9
Belgium,Charles Vanden Wouwer,Charles,Vanden Wouwer,https://en.wikipedia.org/wiki/Charles_Vanden_Wouwer
United States,Charlie Colombo,Charlie,Colombo,https://en.wikipedia.org/wiki/Charlie_Colombo
Scotland,Charlie Nicholas,Charlie,Nicholas,https://en.wikipedia.org/wiki/Charlie_Nicholas
Ivory Coast,Cheick Tioté,Cheick,Tioté,https://en.wikipedia.org/wiki/Cheick_Tiot%C3%A9
Senegal,Cheikh N'Doye,Cheikh,N'Doye,https://en.wikipedia.org/wiki/Cheikh_N%27Doye
Senegal,Cheikhou Kouyaté,Cheikhou,Kouyaté,https://en.wikipedia.org/wiki/Cheikhou_Kouyat%C3%A9
Spain,Chendo,not applicable,Chendo,https://en.wikipedia.org/wiki/Chendo
Togo,Chérif Touré Mamam,Chérif Touré,Mamam,https://en.wikipedia.org/wiki/Ch%C3%A9rif_Tour%C3%A9_Mamam
Brazil,Chicão,not applicable,Chicão,https://en.wikipedia.org/wiki/Francisco_Jezu%C3%ADno_Avanzi
Brazil,Chico,not applicable,Chico,https://en.wikipedia.org/wiki/Francisco_Aramburu
Nigeria,Chidi Nwanu,Chidi,Nwanu,https://en.wikipedia.org/wiki/Chidi_Nwanu
Nigeria,Chidi Odiah,Chidi,Odiah,https://en.wikipedia.org/wiki/Chidi_Odiah
Nigeria,Chidozie Awaziem,Chidozie,Awaziem,https://en.wikipedia.org/wiki/Chidozie_Awaziem
Nigeria,Chigozie Agbim,Chigozie,Agbim,https://en.wikipedia.org/wiki/Chigozie_Agbim
Nigeria,Chinedu Obasi,Chinedu,Obasi,https://en.wikipedia.org/wiki/Chinedu_Obasi
South Korea,Cho Byung-deuk,Byung-deuk,Cho,https://en.wikipedia.org/wiki/Cho_Byung-deuk
South Korea,Cho Gue-sung,Cho,Gue-sung,https://en.wikipedia.org/wiki/Cho_Gue-sung
South Korea,Cho Jae-jin,Jae-jin,Cho,https://en.wikipedia.org/wiki/Cho_Jae-jin
South Korea,Cho Jin-ho,Jin-ho,Cho,https://en.wikipedia.org/wiki/Cho_Jin-ho_(footballer)
South Korea,Cho Kwang-rae,Kwang-rae,Cho,https://en.wikipedia.org/wiki/Cho_Kwang-rae
South Korea,Cho Min-kook,Min-kook,Cho,https://en.wikipedia.org/wiki/Cho_Min-kook
South Korea,Cho Won-hee,Won-hee,Cho,https://en.wikipedia.org/wiki/Cho_Won-hee
South Korea,Cho Yong-hyung,Yong-hyung,Cho,https://en.wikipedia.org/wiki/Cho_Yong-hyung
South Korea,Cho Young-jeung,Young-jeung,Cho,https://en.wikipedia.org/wiki/Cho_Young-jeung
South Korea,Cho Yu-min,Cho,Yu-min,https://en.wikipedia.org/wiki/Cho_Yu-min
North Korea,Choe Kum-chol,Kum-chol,Choe,https://en.wikipedia.org/wiki/Choe_Kum-chol
South Korea,Choi Chung-min,Chung-min,Choi,https://en.wikipedia.org/wiki/Choi_Chung-min
South Korea,Choi Dae-shik,Dae-shik,Choi,https://en.wikipedia.org/wiki/Choi_Dae-shik
South Korea,Choi Eun-sung,Eun-sung,Choi,https://en.wikipedia.org/wiki/Choi_Eun-sung
South Korea,Choi In-young,In-young,Choi,https://en.wikipedia.org/wiki/Choi_In-young
South Korea,Choi Jin-cheul,Jin-cheul,Choi,https://en.wikipedia.org/wiki/Choi_Jin-cheul
South Korea,Choi Kang-hee,Kang-hee,Choi,https://en.wikipedia.org/wiki/Choi_Kang-hee_(footballer)
South Korea,Choi Moon-sik,Moon-sik,Choi,https://en.wikipedia.org/wiki/Choi_Moon-sik
South Korea,Choi Soon-ho,Soon-ho,Choi,https://en.wikipedia.org/wiki/Choi_Soon-ho
South Korea,Choi Sung-yong,Sung-yong,Choi,https://en.wikipedia.org/wiki/Choi_Sung-yong
South Korea,Choi Tae-uk,Tae-uk,Choi,https://en.wikipedia.org/wiki/Choi_Tae-uk
South Korea,Choi Yong-soo,Yong-soo,Choi,https://en.wikipedia.org/wiki/Choi_Yong-soo
South Korea,Choi Young-il,Young-il,Choi,https://en.wikipedia.org/wiki/Choi_Young-il
South Korea,Choi Yung-keun,Yung-keun,Choi,https://en.wikipedia.org/wiki/Choi_Yung-keun
Tunisia,Chokri El Ouaer,Chokri,El Ouaer,https://en.wikipedia.org/wiki/Chokri_El_Ouaer
United States,Chris Albright,Chris,Albright,https://en.wikipedia.org/wiki/Chris_Albright
Trinidad and Tobago,Chris Birchall,Chris,Birchall,https://en.wikipedia.org/wiki/Chris_Birchall
Jamaica,Chris Dawes,Chris,Dawes,https://en.wikipedia.org/wiki/Chris_Dawes_(Jamaican_footballer)
Wales,Chris Gunter,Chris,Gunter,https://en.wikipedia.org/wiki/Chris_Gunter
United States,Chris Henderson,Chris,Henderson,https://en.wikipedia.org/wiki/Chris_Henderson
Republic of Ireland,Chris Hughton,Chris,Hughton,https://en.wikipedia.org/wiki/Chris_Hughton
New Zealand,Chris Killen,Chris,Killen,https://en.wikipedia.org/wiki/Chris_Killen
Wales,Chris Mepham,Chris,Mepham,https://en.wikipedia.org/wiki/Chris_Mepham
Republic of Ireland,Chris Morris,Chris,Morris,https://en.wikipedia.org/wiki/Chris_Morris_(footballer)
Northern Ireland,Chris Nicholl,Chris,Nicholl,https://en.wikipedia.org/wiki/Chris_Nicholl
England,Chris Smalling,Chris,Smalling,https://en.wikipedia.org/wiki/Chris_Smalling
England,Chris Waddle,Chris,Waddle,https://en.wikipedia.org/wiki/Chris_Waddle
United States,Chris Wondolowski,Chris,Wondolowski,https://en.wikipedia.org/wiki/Chris_Wondolowski
New Zealand,Chris Wood,Chris,Wood,"https://en.wikipedia.org/wiki/Chris_Wood_(footballer,_born_1991)"
England,Chris Woods,Chris,Woods,https://en.wikipedia.org/wiki/Chris_Woods
Italy,Christian Abbiati,Christian,Abbiati,https://en.wikipedia.org/wiki/Christian_Abbiati
Ghana,Christian Atsu,Christian,Atsu,https://en.wikipedia.org/wiki/Christian_Atsu
Cameroon,Christian Bassogog,Christian,Bassogog,https://en.wikipedia.org/wiki/Christian_Bassogog
Ecuador,Christian Benítez,Christian,Benítez,https://en.wikipedia.org/wiki/Christian_Ben%C3%ADtez
Costa Rica,Christian Bolaños,Christian,Bolaños,https://en.wikipedia.org/wiki/Christian_Bola%C3%B1os
Peru,Christian Cueva,Christian,Cueva,https://en.wikipedia.org/wiki/Christian_Cueva
Scotland,Christian Dailly,Christian,Dailly,https://en.wikipedia.org/wiki/Christian_Dailly
France,Christian Dalger,Christian,Dalger,https://en.wikipedia.org/wiki/Christian_Dalger
Denmark,Christian Eriksen,Christian,Eriksen,https://en.wikipedia.org/wiki/Christian_Eriksen
Switzerland,Christian Fassnacht,Christian,Fassnacht,https://en.wikipedia.org/wiki/Christian_Fassnacht
Germany,Christian Günter,Christian,Günter,https://en.wikipedia.org/wiki/Christian_G%C3%BCnter
France,Christian Karembeu,Christian,Karembeu,https://en.wikipedia.org/wiki/Christian_Karembeu
Austria,Christian Keglevits,Christian,Keglevits,https://en.wikipedia.org/wiki/Christian_Keglevits
Ecuador,Christian Lara,Christian,Lara,https://en.wikipedia.org/wiki/Christian_Lara_(footballer)
France,Christian Lopez,Christian,Lopez,https://en.wikipedia.org/wiki/Christian_Lopez_(footballer)
Italy,Christian Maggio,Christian,Maggio,https://en.wikipedia.org/wiki/Christian_Maggio
Ecuador,Christian Noboa,Christian,Noboa,https://en.wikipedia.org/wiki/Christian_Noboa
Denmark,Christian Nørgaard,Christian,Nørgaard,https://en.wikipedia.org/wiki/Christian_N%C3%B8rgaard
Italy,Christian Panucci,Christian,Panucci,https://en.wikipedia.org/wiki/Christian_Panucci
Belgium,Christian Piot,Christian,Piot,https://en.wikipedia.org/wiki/Christian_Piot
Denmark,Christian Poulsen,Christian,Poulsen,https://en.wikipedia.org/wiki/Christian_Poulsen
United States,Christian Pulisic,Christian,Pulisic,https://en.wikipedia.org/wiki/Christian_Pulisic
Peru,Christian Ramos,Christian,Ramos,https://en.wikipedia.org/wiki/Christian_Ramos
Italy,Christian Vieri,Christian,Vieri,https://en.wikipedia.org/wiki/Christian_Vieri
Sweden,Christian Wilhelmsson,Christian,Wilhelmsson,https://en.wikipedia.org/wiki/Christian_Wilhelmsson
Germany,Christian Wörns,Christian,Wörns,https://en.wikipedia.org/wiki/Christian_W%C3%B6rns
Germany,Christian Ziege,Christian,Ziege,https://en.wikipedia.org/wiki/Christian_Ziege
Germany,Christoph Kramer,Christoph,Kramer,https://en.wikipedia.org/wiki/Christoph_Kramer
Germany,Christoph Metzelder,Christoph,Metzelder,https://en.wikipedia.org/wiki/Christoph_Metzelder
Switzerland,Christoph Spycher,Christoph,Spycher,https://en.wikipedia.org/wiki/Christoph_Spycher
France,Christophe Dugarry,Christophe,Dugarry,https://en.wikipedia.org/wiki/Christophe_Dugarry
Switzerland,Christophe Ohrel,Christophe,Ohrel,https://en.wikipedia.org/wiki/Christophe_Ohrel
United States,Christopher Sullivan,Christopher,Sullivan,https://en.wikipedia.org/wiki/Christopher_Sullivan_(soccer)
Cameroon,Christopher Wooh,Christopher,Wooh,https://en.wikipedia.org/wiki/Christopher_Wooh
Greece,Christos Karkamanis,Christos,Karkamanis,https://en.wikipedia.org/wiki/Christos_Karkamanis
Greece,Christos Patsatzoglou,Christos,Patsatzoglou,https://en.wikipedia.org/wiki/Christos_Patsatzoglou
South Korea,Chu Yung-kwang,Yung-kwang,Chu,https://en.wikipedia.org/wiki/Chu_Yung-kwang
South Korea,Chung Hae-won,Hae-won,Chung,https://en.wikipedia.org/wiki/Chung_Hae-won
South Korea,Chung Jong-son,Jong-son,Chung,https://en.wikipedia.org/wiki/Chung_Jong-son
South Korea,Chung Jong-soo,Jong-soo,Chung,https://en.wikipedia.org/wiki/Chung_Jong-soo
South Korea,Chung Kook-chin,Kook-chin,Chung,https://en.wikipedia.org/wiki/Chung_Kook-chin
South Korea,Chung Kyung-ho,Kyung-ho,Chung,https://en.wikipedia.org/wiki/Chung_Kyung-ho
South Korea,Chung Nam-sik,Nam-sik,Chung,https://en.wikipedia.org/wiki/Chung_Nam-sik
South Korea,Chung Yong-hwan,Yong-hwan,Chung,https://en.wikipedia.org/wiki/Chung_Yong-hwan
Brazil,Cicinho,not applicable,Cicinho,https://en.wikipedia.org/wiki/Cicinho
Spain,Ciriaco,not applicable,Ciriaco,https://en.wikipedia.org/wiki/Ciriaco_Errasti
Switzerland,Ciriaco Sforza,Ciriaco,Sforza,https://en.wikipedia.org/wiki/Ciriaco_Sforza
Italy,Ciro Ferrara,Ciro,Ferrara,https://en.wikipedia.org/wiki/Ciro_Ferrara
Italy,Ciro Immobile,Ciro,Immobile,https://en.wikipedia.org/wiki/Ciro_Immobile
Sweden,Claes Cronqvist,Claes,Cronqvist,https://en.wikipedia.org/wiki/Claes_Cronqvist
Chile,Clarence Acuña,Clarence,Acuña,https://en.wikipedia.org/wiki/Clarence_Acu%C3%B1a
United States,Clarence Goodson,Clarence,Goodson,https://en.wikipedia.org/wiki/Clarence_Goodson
Netherlands,Clarence Seedorf,Clarence,Seedorf,https://en.wikipedia.org/wiki/Clarence_Seedorf
France,Claude Abbes,Claude,Abbes,https://en.wikipedia.org/wiki/Claude_Abbes
Haiti,Claude Barthélemy,Claude,Barthélemy,https://en.wikipedia.org/wiki/Claude_Barth%C3%A9lemy
France,Claude Makélélé,Claude,Makélélé,https://en.wikipedia.org/wiki/Claude_Mak%C3%A9l%C3%A9l%C3%A9
France,Claude Papi,Claude,Papi,https://en.wikipedia.org/wiki/Claude_Papi
Argentina,Claudio Borghi,Claudio,Borghi,https://en.wikipedia.org/wiki/Claudio_Borghi_(football_manager)
Chile,Claudio Bravo,Claudio,Bravo,https://en.wikipedia.org/wiki/Claudio_Bravo
Argentina,Claudio Caniggia,Claudio,Caniggia,https://en.wikipedia.org/wiki/Claudio_Caniggia
Italy,Claudio Gentile,Claudio,Gentile,https://en.wikipedia.org/wiki/Claudio_Gentile
Argentina,Claudio Husaín,Claudio,Husaín,https://en.wikipedia.org/wiki/Claudio_Husa%C3%ADn
Costa Rica,Claudio Jara,Claudio,Jara,https://en.wikipedia.org/wiki/Claudio_Jara
Paraguay,Claudio Lezcano,Claudio,Lezcano,https://en.wikipedia.org/wiki/Claudio_Lezcano
Argentina,Claudio López,Claudio,López,https://en.wikipedia.org/wiki/Claudio_L%C3%B3pez_(footballer)
Italy,Claudio Marchisio,Claudio,Marchisio,https://en.wikipedia.org/wiki/Claudio_Marchisio
Paraguay,Claudio Morel,Claudio,Morel,https://en.wikipedia.org/wiki/Claudio_Morel_Rodr%C3%ADguez
United States,Claudio Reyna,Claudio,Reyna,https://en.wikipedia.org/wiki/Claudio_Reyna
Italy,Claudio Sala,Claudio,Sala,https://en.wikipedia.org/wiki/Claudio_Sala
Mexico,Claudio Suárez,Claudio,Suárez,https://en.wikipedia.org/wiki/Claudio_Su%C3%A1rez
Brazil,Cláudio Taffarel,Cláudio,Taffarel,https://en.wikipedia.org/wiki/Cl%C3%A1udio_Taffarel
Denmark,Claus Jensen,Claus,Jensen,https://en.wikipedia.org/wiki/Claus_Jensen
Trinidad and Tobago,Clayton Ince,Clayton,Ince,https://en.wikipedia.org/wiki/Clayton_Ince
United States,Cle Kooiman,Cle,Kooiman,https://en.wikipedia.org/wiki/Cle_Kooiman
Ecuador,Cléber Chalá,Cléber,Chalá,https://en.wikipedia.org/wiki/Cl%C3%A9ber_Chal%C3%A1
Argentina,Clemente Rodríguez,Clemente,Rodríguez,https://en.wikipedia.org/wiki/Clemente_Rodr%C3%ADguez
Wales,Cliff Jones,Cliff,Jones,https://en.wikipedia.org/wiki/Cliff_Jones_(Welsh_footballer)
United States,Clint Dempsey,Clint,Dempsey,https://en.wikipedia.org/wiki/Clint_Dempsey
United States,Clint Mathis,Clint,Mathis,https://en.wikipedia.org/wiki/Clint_Mathis
Republic of Ireland,Clinton Morrison,Clinton,Morrison,https://en.wikipedia.org/wiki/Clinton_Morrison
Brazil,Clodoaldo,not applicable,Clodoaldo,https://en.wikipedia.org/wiki/Clodoaldo
United States,Cobi Jones,Cobi,Jones,https://en.wikipedia.org/wiki/Cobi_Jones
Netherlands,Cody Gakpo,Cody,Gakpo,https://en.wikipedia.org/wiki/Cody_Gakpo
Wales,Colin Baker,Colin,Baker,"https://en.wikipedia.org/wiki/Colin_Baker_(footballer,_born_1934)"
England,Colin Bell,Colin,Bell,https://en.wikipedia.org/wiki/Colin_Bell
Scotland,Colin Calderwood,Colin,Calderwood,https://en.wikipedia.org/wiki/Colin_Calderwood
Northern Ireland,Colin Clarke,Colin,Clarke,"https://en.wikipedia.org/wiki/Colin_Clarke_(footballer,_born_1962)"
Australia,Colin Curran,Colin,Curran,https://en.wikipedia.org/wiki/Colin_Curran
Scotland,Colin Hendry,Colin,Hendry,https://en.wikipedia.org/wiki/Colin_Hendry
England,Colin McDonald,Colin,McDonald,https://en.wikipedia.org/wiki/Colin_McDonald_(footballer_born_1930)
Canada,Colin Miller,Colin,Miller,"https://en.wikipedia.org/wiki/Colin_Miller_(soccer,_born_1964)"
Wales,Colin Webster,Colin,Webster,https://en.wikipedia.org/wiki/Colin_Webster
Trinidad and Tobago,Collin Samuel,Collin,Samuel,https://en.wikipedia.org/wiki/Collin_Samuel
Cameroon,Collins Fai,Collins,Fai,https://en.wikipedia.org/wiki/Collins_Fai
Romania,Coloman Braun-Bogdan,Coloman,Braun-Bogdan,https://en.wikipedia.org/wiki/Coloman_Braun-Bogdan
Italy,Comunardo Niccolai,Comunardo,Niccolai,https://en.wikipedia.org/wiki/Comunardo_Niccolai
Uruguay,Conduelo Píriz,Conduelo,Píriz,https://en.wikipedia.org/wiki/Conduelo_P%C3%ADriz
Wales,Connor Roberts,Connor,Roberts,"https://en.wikipedia.org/wiki/Connor_Roberts_(footballer,_born_1995)"
Sweden,Conny Torstensson,Conny,Torstensson,https://en.wikipedia.org/wiki/Conny_Torstensson
England,Conor Coady,Conor,Coady,https://en.wikipedia.org/wiki/Conor_Coady
England,Conor Gallagher,Conor,Gallagher,https://en.wikipedia.org/wiki/Conor_Gallagher
Ivory Coast,Constant Djakpa,Constant,Djakpa,https://en.wikipedia.org/wiki/Constant_Djakpa
Belgium,Constant Huysmans,Constant,Huysmans,https://en.wikipedia.org/wiki/Constant_Huysmans
Belgium,Constant Joacim,Constant,Joacim,https://en.wikipedia.org/wiki/Constant_Joacim
Romania,Constantin Gâlcă,Constantin,Gâlcă,https://en.wikipedia.org/wiki/Constantin_G%C3%A2lc%C4%83
Romania,Constantin Stanciu,Constantin,Stanciu,https://en.wikipedia.org/wiki/Constantin_Stanciu
Bolivia,Constantino Noya,Constantino,Noya,https://en.wikipedia.org/wiki/Constantino_Noya
Argentina,Constantino Urbieta Sosa,Constantino,Urbieta Sosa,https://en.wikipedia.org/wiki/Constantino_Urbieta_Sosa
France,Corentin Tolisso,Corentin,Tolisso,https://en.wikipedia.org/wiki/Corentin_Tolisso
Belgium,Corneel Seys,Corneel,Seys,https://en.wikipedia.org/wiki/Corneel_Seys
Romania,Cornel Dinu,Cornel,Dinu,https://en.wikipedia.org/wiki/Cornel_Dinu
Romania,Corneliu Papură,Corneliu,Papură,https://en.wikipedia.org/wiki/Corneliu_Papur%C4%83
Romania,Corneliu Robe,Corneliu,Robe,https://en.wikipedia.org/wiki/Corneliu_Robe
Trinidad and Tobago,Cornell Glen,Cornell,Glen,https://en.wikipedia.org/wiki/Cornell_Glen
Turkey,Coşkun Taş,Coşkun,Taş,https://en.wikipedia.org/wiki/Co%C5%9Fkun_Ta%C5%9F
Portugal,Costinha,not applicable,Costinha,https://en.wikipedia.org/wiki/Costinha
Brazil,Coutinho,not applicable,Coutinho,https://en.wikipedia.org/wiki/Ant%C3%B4nio_Wilson_Vieira_Hon%C3%B3rio
Scotland,Craig Burley,Craig,Burley,https://en.wikipedia.org/wiki/Craig_Burley
Australia,Craig Goodwin,Craig,Goodwin,https://en.wikipedia.org/wiki/Craig_Goodwin
Scotland,Craig Levein,Craig,Levein,https://en.wikipedia.org/wiki/Craig_Levein
Australia,Craig Moore,Craig,Moore,https://en.wikipedia.org/wiki/Craig_Moore
Mexico,Crescencio Gutiérrez,Crescencio,Gutiérrez,https://en.wikipedia.org/wiki/Crescencio_Guti%C3%A9rrez
Brazil,Cris,not applicable,Cris,"https://en.wikipedia.org/wiki/Cris_(footballer,_born_1977)"
Spain,Crisant Bosch,Crisant,Bosch,https://en.wikipedia.org/wiki/Crisant_Bosch
Uruguay,Cristhian Stuani,Cristhian,Stuani,https://en.wikipedia.org/wiki/Cristhian_Stuani
Argentina,Cristian Ansaldi,Cristian,Ansaldi,https://en.wikipedia.org/wiki/Cristian_Ansaldi
Chile,Cristián Castañeda,Cristián,Castañeda,https://en.wikipedia.org/wiki/Cristi%C3%A1n_Casta%C3%B1eda
Romania,Cristian Dulca,Cristian,Dulca,https://en.wikipedia.org/wiki/Cristian_Dulca
Costa Rica,Cristian Gamboa,Cristian,Gamboa,https://en.wikipedia.org/wiki/Cristian_Gamboa
Ecuador,Cristian Mora,Cristian,Mora,https://en.wikipedia.org/wiki/Cristian_Mora
Argentina,Cristian Pavón,Cristian,Pavón,https://en.wikipedia.org/wiki/Cristian_Pav%C3%B3n
Paraguay,Cristian Riveros,Cristian,Riveros,https://en.wikipedia.org/wiki/Cristian_Riveros
Uruguay,Cristian Rodríguez,Cristian,Rodríguez,https://en.wikipedia.org/wiki/Cristian_Rodr%C3%ADguez
United States,Cristian Roldan,Cristian,Roldan,https://en.wikipedia.org/wiki/Cristian_Roldan
Argentina,Cristian Romero,Cristian,Romero,"https://en.wikipedia.org/wiki/Cristian_Romero_(footballer,_born_1998)"
Italy,Cristian Zaccardo,Cristian,Zaccardo,https://en.wikipedia.org/wiki/Cristian_Zaccardo
Colombia,Cristián Zapata,Cristián,Zapata,https://en.wikipedia.org/wiki/Cristi%C3%A1n_Zapata
Italy,Cristiano Doni,Cristiano,Doni,https://en.wikipedia.org/wiki/Cristiano_Doni
Portugal,Cristiano Ronaldo,Cristiano,Ronaldo,https://en.wikipedia.org/wiki/Cristiano_Ronaldo
Italy,Cristiano Zanetti,Cristiano,Zanetti,https://en.wikipedia.org/wiki/Cristiano_Zanetti
Mexico,Cristóbal Ortega,Cristóbal,Ortega,https://en.wikipedia.org/wiki/Crist%C3%B3bal_Ortega
Chile,Cristopher Toselli,Cristopher,Toselli,https://en.wikipedia.org/wiki/Cristopher_Toselli
Mexico,Cuauhtémoc Blanco,Cuauhtémoc,Blanco,https://en.wikipedia.org/wiki/Cuauht%C3%A9moc_Blanco
Spain,Curro Torres,Curro,Torres,https://en.wikipedia.org/wiki/Curro_Torres
Sweden,Curt Bergsten,Curt,Bergsten,https://en.wikipedia.org/wiki/Curt_Bergsten
Portugal,Custódio Pinto,Custódio,Pinto,https://en.wikipedia.org/wiki/Cust%C3%B3dio_Pinto
Trinidad and Tobago,Cyd Gray,Cyd,Gray,https://en.wikipedia.org/wiki/Cyd_Gray
Canada,Cyle Larin,Cyle,Larin,https://en.wikipedia.org/wiki/Cyle_Larin
Ivory Coast,Cyril Domoraud,Cyril,Domoraud,https://en.wikipedia.org/wiki/Cyril_Domoraud
South Africa,Cyril Nzama,Cyril,Nzama,https://en.wikipedia.org/wiki/Cyril_Nzama
Cameroon,Cyrille Makanaky,Cyrille,Makanaky,https://en.wikipedia.org/wiki/Cyrille_Makanaky
Netherlands,Daaf Drok,Daaf,Drok,https://en.wikipedia.org/wiki/Daaf_Drok
Croatia,Dado Pršo,Dado,Pršo,https://en.wikipedia.org/wiki/Dado_Pr%C5%A1o
Uruguay,Dagoberto Fontes,Dagoberto,Fontes,https://en.wikipedia.org/wiki/Dagoberto_Fontes
Japan,Daichi Kamada,Daichi,Kamada,https://en.wikipedia.org/wiki/Daichi_Kamada
Japan,Daiki Iwamasa,Daiki,Iwamasa,https://en.wikipedia.org/wiki/Daiki_Iwamasa
Japan,Daisuke Ichikawa,Daisuke,Ichikawa,https://en.wikipedia.org/wiki/Daisuke_Ichikawa
Japan,Daisuke Matsui,Daisuke,Matsui,https://en.wikipedia.org/wiki/Daisuke_Matsui
Japan,Daizen Maeda,Daizen,Maeda,https://en.wikipedia.org/wiki/Daizen_Maeda
Canada,Dale Mitchell,Dale,Mitchell,https://en.wikipedia.org/wiki/Dale_Mitchell_(soccer)
Russia,Daler Kuzyayev,Daler,Kuzyayev,https://en.wikipedia.org/wiki/Daler_Kuzyayev
Netherlands,Daley Blind,Daley,Blind,https://en.wikipedia.org/wiki/Daley_Blind
Slovenia,Dalibor Stevanović,Dalibor,Stevanović,https://en.wikipedia.org/wiki/Dalibor_Stevanovi%C4%87
United States,DaMarcus Beasley,DaMarcus,Beasley,https://en.wikipedia.org/wiki/DaMarcus_Beasley
Ecuador,Damián Lanza,Damián,Lanza,https://en.wikipedia.org/wiki/Dami%C3%A1n_Lanza
Poland,Damian Szymański,Damian,Szymański,https://en.wikipedia.org/wiki/Damian_Szyma%C5%84ski
Italy,Damiano Tommasi,Damiano,Tommasi,https://en.wikipedia.org/wiki/Damiano_Tommasi
Republic of Ireland,Damien Duff,Damien,Duff,https://en.wikipedia.org/wiki/Damien_Duff
Romania,Dan Coe,Dan,Coe,https://en.wikipedia.org/wiki/Dan_Coe
Norway,Dan Eggen,Dan,Eggen,https://en.wikipedia.org/wiki/Dan_Eggen
Romania,Dan Petrescu,Dan,Petrescu,https://en.wikipedia.org/wiki/Dan_Petrescu
Spain,Dani,not applicable,Dani,https://en.wikipedia.org/wiki/Daniel_Ruiz
Brazil,Dani Alves,Dani,Alves,https://en.wikipedia.org/wiki/Dani_Alves
Spain,Dani Carvajal,Dani,Carvajal,https://en.wikipedia.org/wiki/Dani_Carvajal
Spain,Dani Olmo,Dani,Olmo,https://en.wikipedia.org/wiki/Dani_Olmo
Ghana,Daniel Afriyie,Daniel,Afriyie,https://en.wikipedia.org/wiki/Daniel_Afriyie
Denmark,Daniel Agger,Daniel,Agger,https://en.wikipedia.org/wiki/Daniel_Agger
Ghana,Daniel Agyei,Daniel,Agyei,https://en.wikipedia.org/wiki/Daniel_Agyei
Nigeria,Daniel Akpeyi,Daniel,Akpeyi,https://en.wikipedia.org/wiki/Daniel_Akpeyi
Ghana,Daniel Amartey,Daniel,Amartey,https://en.wikipedia.org/wiki/Daniel_Amartey
Nigeria,Daniel Amokachi,Daniel,Amokachi,https://en.wikipedia.org/wiki/Daniel_Amokachi
Sweden,Daniel Andersson,Daniel,Andersson,"https://en.wikipedia.org/wiki/Daniel_Andersson_(footballer,_born_1977)"
Australia,Daniel Arzani,Daniel,Arzani,https://en.wikipedia.org/wiki/Daniel_Arzani
Argentina,Daniel Bertoni,Daniel,Bertoni,https://en.wikipedia.org/wiki/Daniel_Bertoni
Bulgaria,Daniel Borimirov,Daniel,Borimirov,https://en.wikipedia.org/wiki/Daniel_Borimirov
Costa Rica,Daniel Cambronero,Daniel,Cambronero,https://en.wikipedia.org/wiki/Daniel_Cambronero
Argentina,Daniel Carnevali,Daniel,Carnevali,https://en.wikipedia.org/wiki/Daniel_Carnevali
Costa Rica,Daniel Chacón,Daniel,Chacón,https://en.wikipedia.org/wiki/Daniel_Chac%C3%B3n_(footballer)
Costa Rica,Daniel Colindres,Daniel,Colindres,https://en.wikipedia.org/wiki/Daniel_Colindres
Iran,Daniel Davari,Daniel,Davari,https://en.wikipedia.org/wiki/Daniel_Davari
Portugal,Daniel Fernandes,Daniel,Fernandes,https://en.wikipedia.org/wiki/Daniel_Fernandes_(footballer)
Uruguay,Daniel Fonseca,Daniel,Fonseca,https://en.wikipedia.org/wiki/Daniel_Fonseca
Switzerland,Daniel Gygax,Daniel,Gygax,https://en.wikipedia.org/wiki/Daniel_Gygax
Wales,Daniel James,Daniel,James,https://en.wikipedia.org/wiki/Daniel_James_(footballer)
Denmark,Daniel Jensen,Daniel,Jensen,https://en.wikipedia.org/wiki/Daniel_Jensen
Argentina,Daniel Killer,Daniel,Killer,https://en.wikipedia.org/wiki/Daniel_Killer
Cameroon,Daniel Kome,Daniel,Kome,https://en.wikipedia.org/wiki/Daniel_N%27Gom_Kome
Ghana,Daniel Opare,Daniel,Opare,https://en.wikipedia.org/wiki/Daniel_Opare
Argentina,Daniel Passarella,Daniel,Passarella,https://en.wikipedia.org/wiki/Daniel_Passarella
Romania,Daniel Prodan,Daniel,Prodan,https://en.wikipedia.org/wiki/Daniel_Prodan
Ghana,Daniel Quaye,Daniel,Quaye,https://en.wikipedia.org/wiki/Daniel_Quaye
Uruguay,Daniel Revelez,Daniel,Revelez,https://en.wikipedia.org/wiki/Daniel_Felipe_Revelez
Paraguay,Daniel Sanabria,Daniel,Sanabria,https://en.wikipedia.org/wiki/Daniel_Sanabria
Croatia,Daniel Šarić,Daniel,Šarić,https://en.wikipedia.org/wiki/Daniel_%C5%A0ari%C4%87
Japan,Daniel Schmidt,Daniel,Schmidt,https://en.wikipedia.org/wiki/Daniel_Schmidt_(footballer)
England,Daniel Sturridge,Daniel,Sturridge,https://en.wikipedia.org/wiki/Daniel_Sturridge
Romania,Daniel Timofte,Daniel,Timofte,https://en.wikipedia.org/wiki/Daniel_Timofte
Costa Rica,Daniel Vallejos,Daniel,Vallejos,https://en.wikipedia.org/wiki/Daniel_Vallejos
Belgium,Daniel Van Buyten,Daniel,Van Buyten,https://en.wikipedia.org/wiki/Daniel_Van_Buyten
